,USSR,Burkina Faso,Eritrea,Israel,Paraguay,Iraq,Sri Lanka,Pakistan,Yemen,United Republic of Tanzania,South Sudan,Indonesia,Ethiopia,Kenya,Costa Rica,Bangladesh,Italy,Lao People's Democratic Republic,Senegal,Lebanon,Uganda,Somalia,Thailand,Togo,Benin,Uzbekistan,China,Cambodia,Mozambique,Niger,Sudan (former),Morocco,El Salvador,Brazil,Honduras,Chad,Colombia,Central African Republic,Panama,India,Syrian Arab Republic,"China, Taiwan Province of",Ecuador,Japan,Jordan,Afghanistan,Angola,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Saudi Arabia,Sudan,Greece,Tajikistan,Viet Nam,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Nicaragua,Mali,Congo,Turkey,Dominican Republic,Bulgaria,Bolivia (Plurinational State of),Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Peru,Gambia,United States of America,Mexico,Guinea,"China, mainland",Sierra Leone,Cyprus,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Cameroon,Myanmar,Guatemala
1997,,7523.0,2300.0,50.0,-1.0,14000.0,6635.0,42467.0,16434.0,33000.0,,,20000.0,12000.0,138.0,48925.0,0.0,5450.0,4216.0,450.0,73000.0,24000.0,35000.0,1500.0,9153.0,3000.0,566425.0,6500.0,3000.0,2424.0,281000.0,1413.0,10281.0,13000.0,900.0,26109.0,6947.0,32000.0,206.0,568100.0,6024.0,425.0,81.0,0.0,139.0,22000.0,1900.0,,32987.0,5.0,2184.0,,126.0,28.0,16000.0,3801.0,33393.0,4720.0,66000.0,10100.0,3000.0,290.0,28000.0,-1.0,-1.0,10762.0,,634.0,21768.0,509.0,1284.0,-1.0,21466.0,493.0,566000.0,2800.0,1.0,28054.0,2802.0,1674.0,344045.0,32205.0
1998,,12994.0,4522.0,40.0,-1.0,14000.0,5724.0,32124.0,17472.0,36000.0,,,21956.0,13000.0,147.0,49030.0,0.0,4410.0,1086.0,450.0,77000.0,21000.0,36100.0,1400.0,9554.0,3000.0,656535.0,5087.0,3100.0,5448.0,262000.0,1371.0,9274.0,13000.0,800.0,29013.0,3450.0,33000.0,200.0,527300.0,5011.0,418.0,73.0,0.0,179.0,22000.0,2000.0,,26225.0,45.0,2000.0,,123.0,84.0,10000.0,3793.0,27725.0,4869.0,66000.0,7400.0,2886.0,300.0,34000.0,-1.0,-1.0,10879.0,,320.0,26702.0,592.0,1315.0,-1.0,31652.0,494.0,656117.0,2348.0,1.0,27306.0,2756.0,2031.0,296024.0,31680.0
1999,,12601.0,4200.0,40.0,12000.0,14000.0,4770.0,35400.0,17771.0,40000.0,,,17677.0,11000.0,156.0,22000.0,0.0,4700.0,2984.0,250.0,93000.0,22000.0,37400.0,1300.0,8031.0,3000.0,743458.0,8390.0,3200.0,7417.0,329000.0,1500.0,7360.0,15000.0,700.0,21218.0,5069.0,36000.0,205.0,479900.0,2872.0,458.0,11.0,9.0,12.0,23000.0,1700.0,,33553.0,45.0,2000.0,,130.0,19.0,13900.0,3826.0,24096.0,4676.0,69000.0,3182.0,3200.0,296.0,28000.0,-1.0,-1.0,10510.0,,210.0,27000.0,704.0,2100.0,-1.0,31460.0,496.0,743000.0,1876.0,1.0,31262.0,2709.0,2962.0,210047.0,32813.0
2000,,7390.0,4000.0,40.0,8343.0,14000.0,4600.0,50700.0,18314.0,39000.0,,,15634.0,10000.0,166.0,22000.0,0.0,4500.0,660.0,0.0,97000.0,23000.0,38780.0,1396.0,10291.0,3500.0,811819.0,9855.0,5000.0,14073.0,282000.0,1300.0,6348.0,15000.0,700.0,33014.0,4113.0,37400.0,205.0,517800.0,3958.0,629.0,14.0,11.0,218.0,23000.0,1902.0,,36811.0,58.0,3400.0,,98.0,37.0,16800.0,3800.0,31710.0,4760.0,72000.0,4246.0,3845.0,298.0,23800.0,-1.0,-1.0,3795.0,,299.0,27000.0,860.0,3100.0,-1.0,40777.0,497.0,811190.0,2100.0,1.0,32605.0,2571.0,5875.0,295515.0,19051.0
2001,,31230.0,1939.0,40.0,19927.0,14000.0,4210.0,69600.0,19377.0,14360.0,,,18878.0,9942.0,127.0,22000.0,0.0,3321.0,3591.0,0.0,102000.0,27600.0,38572.0,1385.0,10152.0,3500.0,804726.0,8957.0,6000.0,21740.0,296000.0,1700.0,8000.0,15000.0,650.0,43390.0,3814.0,39400.0,206.0,697800.0,2822.0,615.0,11.0,12.0,4.0,23000.0,1959.0,,34849.0,56.0,2241.0,,88.0,180.0,19400.0,3800.0,31043.0,4930.0,74000.0,4182.0,4834.0,297.0,23000.0,-1.0,-1.0,500.0,,256.0,27000.0,362.0,2250.0,-1.0,42879.0,498.0,804111.0,1900.0,1.0,26910.0,2513.0,7917.0,376000.0,31751.0
2002,,14706.0,1437.0,50.0,36013.0,22000.0,4070.0,19300.0,18463.0,55100.0,,,38900.0,10000.0,128.0,25000.0,1440.0,3748.0,2543.0,250.0,106000.0,28400.0,39532.0,1405.0,10206.0,3500.0,895759.0,10157.0,13910.0,25000.0,180000.0,1220.0,3421.0,15000.0,273.0,24493.0,3096.0,41100.0,206.0,441300.0,7278.0,531.0,27.0,14.0,97.0,23000.0,2026.0,,36930.0,55.0,2819.0,,100.0,972.0,12900.0,3250.0,23818.0,4870.0,73000.0,1002.0,7645.0,294.0,22000.0,-1.0,-1.0,2000.0,,276.0,28000.0,94.0,2300.0,-1.0,20210.0,499.0,895228.0,1800.0,1.0,4403.0,2460.0,6293.0,399284.0,32386.0
2003,,18472.0,7006.0,51.0,25230.0,20000.0,5490.0,24673.0,18729.0,41000.0,,,62000.0,10000.0,130.0,25500.0,1696.0,2835.0,15912.0,250.0,120000.0,30000.0,40484.0,1424.0,10952.0,4000.0,593594.0,21957.0,13587.0,30000.0,325000.0,1300.0,1691.0,15000.0,650.0,21062.0,2723.0,42800.0,207.0,782100.0,7513.0,594.0,28.0,65.0,75.0,30000.0,2101.0,,36961.0,38.0,2497.0,,90.0,265.0,14300.0,3200.0,11977.0,4890.0,80000.0,5364.0,7000.0,297.0,22000.0,-1.0,-1.0,8800.0,,247.0,28000.0,49.0,2050.0,-1.0,31000.0,499.0,593000.0,2000.0,1.0,5502.0,2105.0,6514.0,501090.0,34000.0
2004,,11794.0,4965.0,53.0,34000.0,26000.0,4350.0,29788.0,19181.0,67410.0,,,61462.0,10000.0,127.0,37200.0,1700.0,6150.0,24130.0,250.0,125000.0,29057.0,41031.0,1406.0,8991.0,4000.0,704306.0,54954.0,14650.0,35000.0,399000.0,1363.0,1691.0,15000.0,886.0,17548.0,3161.0,44500.0,202.0,674100.0,4433.0,458.0,29.0,14.0,90.0,31000.0,2127.0,,37382.0,38.0,4900.0,,110.0,250.0,21200.0,4200.0,20863.0,4900.0,78000.0,9042.0,7000.0,305.0,23000.0,-1.0,-1.0,22800.0,,378.0,28000.0,35.0,2066.0,-1.0,33100.0,419.0,703848.0,2200.0,1.0,20145.0,2142.0,6747.0,541500.0,41690.0
2005,,25060.0,18529.0,46.0,35000.0,24000.0,6160.0,35067.0,19363.0,103640.0,,,115388.0,10000.0,130.0,39200.0,1296.0,6750.0,31779.0,261.0,161000.0,29113.0,42144.0,1400.0,13026.0,4000.0,625844.0,90193.0,20088.0,42199.0,277000.0,1441.0,1830.0,16000.0,950.0,25092.0,2000.0,34100.0,205.0,641100.0,4625.0,451.0,26.0,12.0,97.0,32000.0,2470.0,,37140.0,52.0,4964.0,,57.0,311.0,27400.0,4200.0,23461.0,4920.0,100000.0,5876.0,4872.0,325.0,26000.0,-1.0,-1.0,20000.0,,375.0,28000.0,60.0,2064.0,-1.0,20042.0,450.0,625393.0,2400.0,1.0,49218.0,2173.0,7113.0,503790.0,43852.0
2006,,22887.0,5509.0,44.0,50000.0,18000.0,5970.0,30393.0,21992.0,48000.0,,,148861.0,10141.0,132.0,29180.0,1200.0,7500.0,25563.0,250.0,166000.0,30096.0,41054.0,1300.0,5101.0,3500.0,662571.0,34946.0,20561.0,44341.0,400000.0,1562.0,1964.0,16000.0,895.0,62050.0,5000.0,42000.0,213.0,618000.0,4460.0,571.0,22.0,0.0,24.0,32000.0,2813.0,,41530.0,50.0,5348.0,,75.0,587.0,22000.0,4200.0,15489.0,4940.0,100000.0,6570.0,4498.0,300.0,26545.0,-1.0,-1.0,22500.0,,261.0,28000.0,60.0,2066.0,-1.0,21263.0,520.0,662000.0,2600.0,1.0,25874.0,2210.0,7554.0,689900.0,36884.0
2007,,18802.0,10897.0,39.0,50000.0,16300.0,6300.0,32788.0,23212.0,155794.0,,,149388.0,10353.0,135.0,27038.0,1087.0,7575.0,4331.0,236.0,168000.0,28830.0,42939.0,1400.0,466.0,3800.0,557537.0,31946.0,28778.0,46398.0,242000.0,2110.0,1964.0,7000.0,896.0,40041.0,3000.0,48066.0,215.0,756900.0,3219.0,313.0,22.0,9.0,22.0,32000.0,2834.0,,42212.0,45.0,5316.0,,53.0,271.0,22000.0,4200.0,17506.0,4960.0,117700.0,4683.0,2156.0,285.0,20010.0,-1.0,-1.0,14693.0,,399.0,28000.0,70.0,2200.0,-1.0,29050.0,533.0,557224.0,2600.0,1.0,17020.0,2257.0,9820.0,780520.0,35776.0
2008,,51924.0,517.0,38.0,50049.0,18222.0,6340.0,40997.0,23895.0,46767.0,,,186772.0,10705.0,138.0,28461.0,1360.0,7650.0,11096.0,219.0,173000.0,26489.0,44290.0,1450.0,420.0,4000.0,586701.0,27286.0,40696.0,49712.0,350000.0,1360.0,1636.0,7000.0,858.0,40517.0,3000.0,49027.0,218.0,640300.0,2877.0,408.0,23.0,10.0,17.0,32000.0,2903.0,,36882.0,50.0,5156.0,,50.0,503.0,23000.0,4000.0,19472.0,4980.0,121610.0,4967.0,5859.0,315.0,20338.0,-1.0,-1.0,5590.0,,254.0,28000.0,38.0,2500.0,-1.0,29651.0,550.0,586293.0,2800.0,1.0,18891.0,1745.0,10128.0,840000.0,31448.0
2009,,56252.0,150.0,37.0,65000.0,4559.0,8530.0,33427.0,24285.0,90000.0,,,260534.0,11040.0,141.0,32306.0,1500.0,8250.0,6831.0,219.0,178000.0,26582.0,46039.0,1493.0,518.0,4100.0,622905.0,34536.0,43000.0,75632.0,318000.0,1500.0,1008.0,6000.0,848.0,61415.0,3000.0,50008.0,221.0,588400.0,7643.0,948.0,25.0,11.0,60.0,32000.0,2974.0,,51037.0,47.0,4948.0,,53.0,678.0,24000.0,3949.0,12780.0,5000.0,119710.0,5103.0,6950.0,285.0,21036.0,-1.0,-1.0,15000.0,,283.0,28000.0,108.0,2146.0,-1.0,28523.0,529.0,621957.0,3000.0,1.0,14839.0,2407.0,11595.0,853393.0,38012.0
2010,,90649.0,4452.0,41.0,40135.0,13349.0,16950.0,31041.0,25495.0,144420.0,,,327741.0,11383.0,144.0,32000.0,1734.0,9560.0,5270.0,213.0,183800.0,26567.0,47542.0,1427.0,337.0,3800.0,587947.0,29916.0,63116.0,85694.0,248000.0,1080.0,1823.0,5000.0,836.0,126039.0,2000.0,29024.0,225.0,893000.0,4857.0,947.0,23.0,11.0,118.0,32000.0,3036.0,,46146.0,50.0,5240.0,,53.0,650.0,17000.0,4062.0,12703.0,5020.0,149410.0,3630.0,13312.0,290.0,23460.0,-1.0,-1.0,10000.0,,247.0,28000.0,114.0,2163.0,-1.0,37289.0,524.0,587000.0,2917.0,1.0,15380.0,2549.0,12544.0,867765.0,49870.0
2011,,84759.0,4788.0,46.0,50396.0,19608.0,11300.0,30195.0,23041.0,357162.0,,,244783.0,11706.0,148.0,33000.0,2214.0,14485.0,3655.0,208.0,216100.0,26552.0,48840.0,1645.0,492.0,3296.0,605770.0,33478.0,104652.0,88517.0,363000.0,1137.0,2000.0,6000.0,825.0,72609.0,1628.0,29604.0,227.0,810000.0,3684.0,770.0,21.0,11.0,63.0,32000.0,3300.0,,44427.0,45.0,5703.0,,52.0,474.0,31896.0,4105.0,9515.0,4680.0,229167.0,4648.0,15175.0,285.0,18000.0,-1.0,-1.0,12000.0,,279.0,28000.0,199.0,2659.0,-1.0,40571.0,511.0,605000.0,2949.0,1.0,20431.0,2682.0,44563.0,901230.0,39468.0
2012,,100488.0,5279.0,52.0,27965.0,11752.0,12500.0,29191.0,24961.0,456000.0,200000.0,,181376.0,12000.0,150.0,34000.0,2568.0,13890.0,5291.0,203.0,124000.0,26537.0,30064.0,2000.0,114.0,4010.0,639989.0,26764.0,117000.0,55607.0,,1610.0,2000.0,6000.0,900.0,124625.0,2420.0,28124.0,235.0,685000.0,1018.0,620.0,21.0,11.0,5.0,32000.0,3000.0,,32745.0,50.0,5752.0,187000.0,57.0,719.0,30206.0,4128.0,9690.0,4631.0,994800.0,6000.0,39000.0,250.0,16221.0,-1.0,-1.0,13024.0,,284.0,28000.0,229.0,2928.0,-1.0,41953.0,500.0,639369.0,3000.0,1.0,17634.0,3000.0,50803.0,521700.0,51075.0
2013,,137347.0,5288.0,52.0,30000.0,7768.0,14236.0,32423.0,25144.0,1050000.0,225000.0,,220216.0,12200.0,150.0,30972.0,3150.0,11730.0,3689.0,197.0,124200.0,26523.0,29111.0,2000.0,114.0,4258.0,624831.0,26000.0,39400.0,46693.0,,375.0,2740.0,7000.0,900.0,125881.0,2090.0,28000.0,235.0,636000.0,317.0,1339.0,20.0,11.0,1.0,32000.0,3000.0,,32847.0,50.0,5938.0,562000.0,69.0,827.0,33223.0,4151.0,12392.0,4662.0,584980.0,6074.0,19742.0,275.0,15457.0,-1.0,-1.0,8550.0,,290.0,28000.0,220.0,509.0,-1.0,41522.0,500.0,623492.0,3200.0,1.0,12338.0,3000.0,49130.0,539800.0,52885.0
2014,,321837.0,5296.0,50.0,41400.0,7398.0,14077.0,33147.0,24674.0,1138920.0,175000.0,,288770.0,12367.0,156.0,30447.0,3281.0,15400.0,10124.0,194.0,124300.0,26508.0,28800.0,1837.0,972.0,5155.0,632108.0,29000.0,54010.0,55186.0,,498.0,3908.0,7000.0,888.0,204848.0,3765.0,28652.0,233.0,811000.0,308.0,2208.0,19.0,11.0,16.0,31979.0,3126.0,,38760.0,40.0,6124.0,721000.0,52.0,596.0,34745.0,4174.0,12158.0,4626.0,434990.0,6587.0,22593.0,280.0,17716.0,-1.0,-1.0,8039.0,,287.0,28000.0,213.0,779.0,-1.0,64911.0,505.0,629900.0,3188.0,1.0,25662.0,2836.0,48000.0,519400.0,52604.0
