,USSR,France,Australia & New Zealand,Pakistan,Thailand,Ethiopia,Kenya,Romania,Democratic People's Republic of Korea,Lebanon,Yemen,Tunisia,Albania,Brazil,Paraguay,Niger,Serbia,Slovenia,Hungary,Argentina,Colombia,Spain,India,Malta,Ecuador,Cabo Verde,Indonesia,Republic of Moldova,Canada,Turkey,Jordan,South Sudan,Egypt,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,Nigeria,Montenegro,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",Madagascar,Cyprus,Kazakhstan,Uruguay,Lithuania,Portugal,Netherlands,Guatemala,Cuba,Slovakia,Bhutan,Turkmenistan,Philippines,Iraq,Czechia,Timor-Leste,United Republic of Tanzania,Nepal,Libya,Bangladesh,Italy,Mauritius,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Switzerland,Chile,Honduras,Kyrgyzstan,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Estonia,Georgia,Azerbaijan,Bosnia and Herzegovina,Oman,New Zealand,Russian Federation,Austria,Sudan,Venezuela (Bolivarian Republic of),Latvia,Ukraine,Kuwait,Bolivia (Plurinational State of),Tajikistan,Croatia,Bulgaria,Myanmar,China
1993,,7496.0,140.0,7662.0,24272.0,-1.0,25.0,12500.0,7957.0,1400.0,783.0,1300.0,750.0,17441.0,495.0,250.0,,235.0,1461.0,11435.0,-1.0,30500.0,76200.0,286.0,330.0,8.0,20010.0,-1.0,-1.0,11351.0,264.0,,7860.0,1320.0,1900.0,,11.0,36241.0,-1.0,,895.0,1800.0,7461.0,,4159.0,2489.0,10520.0,380000.0,150.0,16.0,-1.0,570.0,300.0,198.0,-1.0,1360.0,1092.0,1195.0,-1.0,200.0,4262.0,2000.0,1441.0,570.0,300.0,-1.0,570.0,12670.0,4583.0,22.0,3500.0,-1.0,9.0,10663.0,400.0,830.0,2500.0,-1.0,3872.0,23.0,800.0,8240.0,7772.0,600.0,300.0,-1.0,-1.0,40.0,-1.0,1000.0,900.0,-1.0,140.0,15000.0,-1.0,,1197.0,900.0,17000.0,67.0,1215.0,40.0,2439.0,3500.0,12916.0,387772.0
1994,,7200.0,150.0,8522.0,24512.0,2000.0,142.0,12900.0,8000.0,1650.0,783.0,1100.0,800.0,17648.0,490.0,280.0,,196.0,3300.0,9800.0,-1.0,30300.0,98900.0,273.0,320.0,10.0,20809.0,-1.0,-1.0,11700.0,550.0,,4998.0,1294.0,1900.0,,10.0,34959.0,-1.0,,1134.0,2376.0,6420.0,,4219.0,3694.0,10925.0,378283.0,143.0,17.0,-1.0,600.0,300.0,211.0,-1.0,1279.0,2340.0,1088.0,-1.0,200.0,5793.0,1800.0,1317.0,769.0,310.0,-1.0,450.0,12774.0,4360.0,36.0,3500.0,-1.0,18.0,12000.0,500.0,845.0,2476.0,-1.0,2984.0,23.0,1200.0,8420.0,6740.0,608.0,340.0,-1.0,-1.0,40.0,-1.0,1000.0,700.0,-1.0,150.0,16000.0,-1.0,,1499.0,900.0,19000.0,68.0,1350.0,50.0,2543.0,4071.0,12052.0,385023.0
1995,,6500.0,155.0,9121.0,26307.0,2264.0,227.0,13200.0,7000.0,1850.0,783.0,1200.0,800.0,12758.0,480.0,320.0,,144.0,3234.0,7900.0,-1.0,26600.0,111900.0,245.0,300.0,10.0,21896.0,-1.0,-1.0,13200.0,570.0,,5597.0,1510.0,1900.0,,12.0,39636.0,-1.0,,657.0,2300.0,6052.0,,4280.0,4607.0,11530.0,395000.0,147.0,15.0,-1.0,611.0,300.0,222.0,-1.0,1248.0,1325.0,1159.0,-1.0,200.0,6299.0,2200.0,1297.0,324.0,330.0,-1.0,505.0,13000.0,4000.0,27.0,3300.0,-1.0,25.0,12300.0,500.0,850.0,2000.0,-1.0,3145.0,23.0,2000.0,8440.0,6880.0,759.0,340.0,-1.0,-1.0,40.0,-1.0,1000.0,1300.0,-1.0,155.0,21600.0,10.0,,1449.0,800.0,20100.0,40.0,1449.0,50.0,2419.0,7155.0,11300.0,401880.0
1996,,6102.0,155.0,8502.0,27040.0,2500.0,226.0,13104.0,7253.0,2105.0,783.0,1600.0,750.0,11994.0,473.0,350.0,,141.0,1783.0,9710.0,-1.0,26200.0,94300.0,200.0,950.0,12.0,20551.0,-1.0,-1.0,13500.0,600.0,,10661.0,1653.0,1900.0,,14.0,41973.0,-1.0,,681.0,2400.0,8071.0,,4180.0,6138.0,14160.0,400000.0,147.0,23.0,-1.0,594.0,300.0,195.0,-1.0,1120.0,1231.0,1209.0,-1.0,200.0,6298.0,2300.0,1570.0,325.0,340.0,-1.0,518.0,13000.0,4293.0,30.0,3000.0,231.0,30.0,12478.0,630.0,900.0,1500.0,-1.0,3526.0,23.0,1600.0,8350.0,9189.0,620.0,340.0,-1.0,-1.0,51.0,-1.0,908.0,1700.0,-1.0,155.0,20820.0,20.0,,1523.0,800.0,20300.0,62.0,1520.0,40.0,2400.0,7000.0,11700.0,409189.0
1997,,5900.0,155.0,8500.0,23520.0,3000.0,189.0,12900.0,7317.0,1100.0,800.0,1450.0,900.0,12903.0,450.0,380.0,,133.0,2235.0,12087.0,-1.0,25903.0,108800.0,199.0,380.0,14.0,18566.0,600.0,-1.0,14000.0,770.0,,6988.0,1465.0,2100.0,,16.0,36282.0,-1.0,,721.0,1921.0,9304.0,,4236.0,6681.0,13350.0,430000.0,149.0,20.0,-1.0,551.0,300.0,222.0,-1.0,770.0,1790.0,1157.0,-1.0,200.0,7912.0,1900.0,1563.0,482.0,330.0,-1.0,500.0,13089.0,4003.0,11.0,2800.0,307.0,25.0,12200.0,1200.0,950.0,2170.0,-1.0,2580.0,24.0,1800.0,7810.0,8985.0,600.0,170.0,-1.0,-1.0,47.0,-1.0,524.0,2000.0,-1.0,155.0,25240.0,20.0,,1607.0,100.0,21300.0,32.0,1597.0,50.0,2460.0,7100.0,11763.0,438985.0
1998,,5600.0,140.0,8820.0,21570.0,3108.0,234.0,13600.0,7300.0,700.0,831.0,2000.0,900.0,10879.0,439.0,400.0,,93.0,1959.0,15717.0,-1.0,23150.0,123200.0,194.0,213.0,16.0,18238.0,500.0,-1.0,13462.0,210.0,,7564.0,1415.0,2000.0,,20.0,37337.0,-1.0,,974.0,2176.0,9139.0,,4351.0,5137.0,15380.0,450000.0,147.0,19.0,-1.0,362.0,300.0,223.0,-1.0,840.0,1712.0,1146.0,-1.0,200.0,5185.0,2000.0,1552.0,378.0,340.0,500.0,500.0,13122.0,4097.0,19.0,2800.0,39.0,23.0,12000.0,1000.0,980.0,1760.0,-1.0,2758.0,24.0,1800.0,8060.0,7321.0,822.0,159.0,-1.0,-1.0,47.0,-1.0,653.0,2179.0,-1.0,140.0,25200.0,10.0,,1667.0,72.0,20900.0,45.0,1600.0,40.0,2651.0,7147.0,14012.0,457321.0
1999,,5550.0,140.0,9166.0,21760.0,3500.0,234.0,14900.0,7500.0,600.0,850.0,1200.0,900.0,12093.0,579.0,970.0,,90.0,1813.0,13900.0,185.0,23865.0,118800.0,215.0,359.0,18.0,12936.0,700.0,-1.0,14298.0,157.0,,10699.0,1325.0,2000.0,,20.0,42416.0,-1.0,,656.0,2239.0,8106.0,,4472.0,6101.0,16190.0,480000.0,148.0,19.0,-1.0,178.0,300.0,224.0,-1.0,840.0,1634.0,1135.0,-1.0,200.0,3799.0,1637.0,1546.0,400.0,350.0,1000.0,600.0,12950.0,3645.0,6.0,3000.0,157.0,24.0,10000.0,909.0,990.0,1935.0,-1.0,3142.0,25.0,2300.0,8220.0,7828.0,691.0,140.0,-1.0,-1.0,48.0,-1.0,2131.0,1873.0,-1.0,140.0,27620.0,10.0,,1583.0,66.0,21400.0,39.0,1680.0,45.0,2670.0,7000.0,13914.0,487828.0
2000,,3811.0,284.0,8625.0,21775.0,5000.0,174.0,14800.0,7491.0,550.0,950.0,950.0,1000.0,13269.0,514.0,820.0,,54.0,1856.0,15500.0,229.0,22741.0,124600.0,213.0,443.0,20.0,9981.0,1000.0,-1.0,13891.0,183.0,,12521.0,1266.0,1900.0,,20.0,44941.0,-1.0,,710.0,2263.0,7469.0,,4600.0,7355.0,14080.0,550000.0,150.0,18.0,400.0,124.0,300.0,227.0,-1.0,840.0,3583.0,1075.0,-1.0,200.0,5269.0,1546.0,1391.0,278.0,395.0,2000.0,620.0,13355.0,3677.0,7.0,2800.0,280.0,21.0,10098.0,867.0,1000.0,2415.0,-1.0,3235.0,25.0,2500.0,8930.0,9833.0,788.0,125.0,-1.0,-1.0,57.0,-1.0,2781.0,1889.0,-1.0,284.0,28120.0,10.0,,1597.0,72.0,23400.0,36.0,1670.0,50.0,2671.0,7200.0,16743.0,559833.0
2001,,3857.0,276.0,7931.0,23580.0,5000.0,232.0,14700.0,8000.0,490.0,715.0,1200.0,1000.0,14297.0,548.0,800.0,,54.0,1657.0,13500.0,160.0,24038.0,120000.0,150.0,464.0,20.0,9279.0,5100.0,-1.0,15000.0,86.0,,9296.0,1100.0,1800.0,,20.0,37118.0,-1.0,,773.0,2706.0,6695.0,,5000.0,8610.0,14250.0,575000.0,180.0,16.0,500.0,118.0,250.0,229.0,-1.0,900.0,2687.0,736.0,-1.0,200.0,5707.0,1530.0,1018.0,330.0,429.0,2773.0,601.0,13365.0,3879.0,6.0,2800.0,75.0,21.0,9747.0,750.0,1050.0,1920.0,-1.0,3100.0,26.0,2975.0,8790.0,9924.0,850.0,115.0,-1.0,-1.0,88.0,-1.0,2441.0,1806.0,-1.0,276.0,29880.0,20.0,,1591.0,193.0,20900.0,30.0,1675.0,56.0,2619.0,7200.0,18491.0,584924.0
2002,,4009.0,268.0,6952.0,22085.0,4802.0,285.0,14900.0,8114.0,510.0,720.0,1150.0,1000.0,15715.0,575.0,649.0,,52.0,1645.0,13000.0,121.0,23959.0,115333.0,87.0,462.0,25.0,7923.0,3900.0,-1.0,15000.0,59.0,,8665.0,1040.0,1300.0,,15.0,33153.0,-1.0,,1055.0,2802.0,4784.0,,5800.0,8297.0,13270.0,620000.0,250.0,19.0,500.0,225.0,250.0,214.0,-1.0,1075.0,2500.0,995.0,-1.0,250.0,5637.0,1823.0,427.0,385.0,468.0,3071.0,613.0,14170.0,3228.0,4.0,3100.0,122.0,16.0,9866.0,675.0,1100.0,1560.0,-1.0,2900.0,26.0,1031.0,8960.0,7428.0,1026.0,97.0,-1.0,-1.0,108.0,-1.0,2265.0,1920.0,-1.0,268.0,29890.0,20.0,,1356.0,285.0,21100.0,29.0,1679.0,7.0,2631.0,832.0,19147.0,627428.0
2003,,3908.0,280.0,7032.0,20808.0,8000.0,306.0,14757.0,8500.0,477.0,740.0,1300.0,1200.0,15099.0,416.0,653.0,,62.0,1259.0,14500.0,207.0,21683.0,111500.0,87.0,470.0,20.0,6345.0,2000.0,-1.0,19000.0,152.0,,9509.0,1068.0,1400.0,,15.0,33140.0,-1.0,,885.0,4314.0,5425.0,,6978.0,7362.0,14160.0,625000.0,300.0,19.0,600.0,207.0,342.0,223.0,-1.0,1292.0,4390.0,981.0,-1.0,200.0,5459.0,4750.0,381.0,393.0,513.0,3842.0,630.0,14409.0,3064.0,8.0,2040.0,86.0,18.0,9560.0,761.0,3500.0,2785.0,-1.0,2800.0,28.0,1783.0,9600.0,7350.0,1255.0,85.0,1740.0,4614.0,107.0,-1.0,2334.0,1954.0,-1.0,280.0,30110.0,20.0,,1326.0,365.0,20600.0,27.0,688.0,10.0,2547.0,804.0,21209.0,632350.0
2004,,3623.0,264.0,6849.0,15516.0,9465.0,300.0,8747.0,8507.0,310.0,699.0,1000.0,1000.0,10517.0,366.0,674.0,,35.0,889.0,14000.0,322.0,21428.0,138900.0,70.0,625.0,22.0,4930.0,1930.0,-1.0,17000.0,110.0,,8349.0,1096.0,1785.0,,23.0,30237.0,-1.0,,351.0,3805.0,5608.0,,7927.0,6278.0,12790.0,630000.0,310.0,20.0,1000.0,238.0,215.0,229.0,-1.0,1544.0,4278.0,972.0,9.0,300.0,5312.0,5250.0,333.0,403.0,586.0,4085.0,650.0,21087.0,3004.0,8.0,2300.0,111.0,17.0,9998.0,753.0,5830.0,2070.0,2.0,2700.0,30.0,2068.0,10444.0,7962.0,880.0,73.0,1920.0,4478.0,94.0,600.0,2418.0,1972.0,80.0,264.0,30610.0,22.0,,1393.0,206.0,19600.0,30.0,680.0,15.0,1000.0,962.0,21000.0,637962.0
2005,,3383.0,274.0,6600.0,16831.0,13657.0,263.0,12418.0,9000.0,300.0,750.0,1200.0,1000.0,10362.0,350.0,674.0,,35.0,1295.0,11991.0,417.0,17331.0,144100.0,74.0,620.0,15.0,3280.0,1977.0,-1.0,17168.0,107.0,,7147.0,1101.0,1720.0,,23.0,31766.0,-1.0,,176.0,4916.0,4884.0,,8900.0,6451.0,12100.0,640000.0,310.0,20.0,800.0,175.0,367.0,235.0,-1.0,1763.0,5682.0,603.0,150.0,350.0,4704.0,5000.0,328.0,396.0,643.0,4135.0,649.0,25593.0,3163.0,12.0,2280.0,166.0,15.0,8967.0,781.0,5980.0,4100.0,1.0,2500.0,32.0,2251.0,10848.0,8136.0,959.0,57.0,1940.0,4331.0,92.0,650.0,2514.0,1936.0,73.0,274.0,30800.0,24.0,,1560.0,229.0,19100.0,30.0,695.0,15.0,1200.0,619.0,23800.0,648136.0
2006,,2793.0,278.0,7000.0,13331.0,12481.0,239.0,13024.0,8660.0,310.0,768.0,1100.0,265.0,10486.0,300.0,724.0,8658.0,45.0,1122.0,15500.0,375.0,15860.0,134900.0,80.0,630.0,10.0,3107.0,1970.0,-1.0,15000.0,100.0,,7270.0,964.0,1710.0,,23.0,28594.0,-1.0,206.0,480.0,5600.0,5101.0,,8366.0,7849.0,11950.0,650000.0,350.0,20.0,900.0,175.0,473.0,201.0,0.0,1940.0,4128.0,614.0,615.0,250.0,4448.0,8000.0,337.0,410.0,661.0,4175.0,650.0,26709.0,3071.0,8.0,2560.0,157.0,13.0,,844.0,6303.0,3695.0,1.0,1800.0,35.0,2198.0,11433.0,6574.0,1200.0,47.0,1950.0,4155.0,79.0,400.0,2667.0,1846.0,42.0,278.0,29900.0,23.0,,1554.0,202.0,18100.0,28.0,719.0,13.0,900.0,846.0,24300.0,656574.0
2007,,2652.0,290.0,7779.0,12094.0,9266.0,169.0,11431.0,8500.0,305.0,833.0,1700.0,300.0,11258.0,350.0,661.0,8419.0,36.0,641.0,15600.0,419.0,16686.0,159200.0,70.0,650.0,15.0,2690.0,2022.0,-1.0,11100.0,100.0,,10442.0,1013.0,1541.0,,38.0,26986.0,,192.0,509.0,4085.0,5491.0,,8766.0,7974.0,10040.0,750000.0,390.0,20.0,1000.0,181.0,624.0,270.0,0.0,1956.0,4378.0,625.0,509.0,300.0,3863.0,6100.0,357.0,423.0,726.0,4806.0,650.0,38807.0,3141.0,9.0,2600.0,192.0,12.0,,841.0,5042.0,1550.0,2.0,1044.0,37.0,2502.0,11976.0,6556.0,1150.0,40.0,2030.0,3929.0,80.0,400.0,2736.0,1888.0,65.0,290.0,29730.0,22.0,,1437.0,286.0,18300.0,25.0,733.0,12.0,880.0,274.0,26300.0,756556.0
2008,,2608.0,300.0,8125.0,13821.0,9317.0,195.0,13773.0,8375.0,300.0,858.0,1600.0,840.0,10228.0,151.0,641.0,8215.0,48.0,636.0,15227.0,348.0,15473.0,206120.0,75.0,850.0,15.0,1922.0,2202.0,150.0,11000.0,13.0,,11794.0,1003.0,1500.0,,35.0,28416.0,,192.0,421.0,4200.0,5035.0,,7084.0,6711.0,10300.0,815100.0,390.0,20.0,1100.0,174.0,597.0,280.0,0.0,2026.0,4596.0,530.0,600.0,300.0,3849.0,4600.0,304.0,326.0,792.0,4616.0,650.0,33607.0,3141.0,3.0,2300.0,159.0,15.0,,882.0,5294.0,1445.0,6.0,1000.0,40.0,2479.0,11456.0,7040.0,900.0,30.0,2050.0,3694.0,77.0,300.0,2558.0,1836.0,70.0,300.0,25470.0,30.0,,1440.0,65.0,17300.0,24.0,745.0,12.0,930.0,230.0,28700.0,822140.0
2009,,2711.0,288.0,8357.0,11094.0,15361.0,145.0,13142.0,7973.0,251.0,900.0,1600.0,877.0,10063.0,155.0,215.0,8113.0,48.0,672.0,15476.0,342.0,15919.0,166210.0,80.0,926.0,15.0,2293.0,2299.0,214.0,12000.0,42.0,,7329.0,1060.0,1400.0,,31.0,26323.0,,202.0,199.0,3650.0,5674.0,,7433.0,5916.0,9000.0,772800.0,426.0,20.0,700.0,135.0,559.0,257.0,0.0,2026.0,5509.0,526.0,581.0,300.0,3552.0,2531.0,56.0,263.0,855.0,5026.0,685.0,34319.0,2954.0,4.0,2300.0,96.0,11.0,,866.0,5833.0,1470.0,2.0,1253.0,41.0,2651.0,11193.0,6432.0,1000.0,25.0,2140.0,3668.0,66.0,300.0,2614.0,1740.0,68.0,288.0,27200.0,36.0,,1500.0,54.0,18900.0,14.0,1576.0,35.0,570.0,188.0,26018.0,779232.0
2010,,2562.0,297.0,6856.0,10836.0,10690.0,197.0,12803.0,7568.0,340.0,930.0,2800.0,902.0,10450.0,154.0,200.0,7867.0,38.0,602.0,15307.0,321.0,14850.0,164860.0,67.0,743.0,17.0,1816.0,2397.0,208.0,9510.0,21.0,,9674.0,996.0,1100.0,,32.0,22414.0,,205.0,347.0,4004.0,4909.0,,7876.0,6360.0,9250.0,798000.0,470.0,20.0,1200.0,131.0,563.0,297.0,0.0,2545.0,4679.0,523.0,357.0,294.0,3039.0,1529.0,67.0,285.0,900.0,5381.0,700.0,37055.0,3185.0,4.0,2400.0,36.0,12.0,,898.0,6000.0,1380.0,2.0,1258.0,43.0,2552.0,10574.0,6144.0,790.0,27.0,2240.0,3592.0,70.0,700.0,2589.0,1625.0,62.0,297.0,26800.0,45.0,,1961.0,40.0,19500.0,7.0,1488.0,19.0,440.0,406.0,28244.0,804144.0
2011,,2615.0,315.0,6521.0,11949.0,13279.0,178.0,12128.0,7200.0,298.0,790.0,2675.0,1586.0,12928.0,158.0,273.0,7744.0,61.0,1048.0,15468.0,429.0,15750.0,200600.0,69.0,708.0,17.0,1828.0,2340.0,310.0,10313.0,15.0,,12145.0,947.0,950.0,,33.0,24035.0,,227.0,352.0,4137.0,5675.0,,8183.0,8590.0,10180.0,788280.0,438.0,20.0,1300.0,139.0,600.0,470.0,0.0,3115.0,3650.0,329.0,419.0,306.0,2830.0,1462.0,82.0,291.0,1100.0,5773.0,729.0,41997.0,3155.0,5.0,4412.0,97.0,13.0,,1010.0,6600.0,1513.0,17.0,1463.0,45.0,2501.0,9503.0,6137.0,1204.0,17.0,2240.0,2454.0,75.0,600.0,2210.0,1698.0,73.0,315.0,26800.0,76.0,,2012.0,49.0,21200.0,21.0,1498.0,58.0,540.0,406.0,29194.0,794417.0
2012,,2671.0,314.0,6768.0,13043.0,21258.0,215.0,11367.0,7500.0,217.0,920.0,2870.0,1700.0,10064.0,162.0,582.0,2795.0,67.0,1055.0,15631.0,462.0,17494.0,242000.0,78.0,760.0,17.0,2632.0,2345.0,261.0,9270.0,67.0,-1.0,12296.0,936.0,1100.0,,34.0,28278.0,,222.0,552.0,4973.0,5299.0,,8085.0,7657.0,10500.0,794660.0,400.0,21.0,1500.0,139.0,500.0,358.0,0.0,3634.0,3568.0,30.0,515.0,302.0,2591.0,1692.0,164.0,221.0,1300.0,5911.0,850.0,44284.0,2980.0,16.0,3090.0,110.0,14.0,,1042.0,,878.0,25.0,1322.0,45.0,3065.0,9055.0,5837.0,1069.0,9.0,2300.0,2877.0,133.0,600.0,2454.0,1805.0,60.0,314.0,27700.0,103.0,6666.0,1400.0,74.0,22500.0,31.0,1500.0,100.0,410.0,16.0,28400.0,800497.0
2013,,2665.0,320.0,7091.0,14876.0,16411.0,131.0,10616.0,7500.0,236.0,950.0,2610.0,702.0,9567.0,162.0,582.0,2799.0,125.0,1100.0,15794.0,527.0,20197.0,248000.0,94.0,773.0,19.0,2479.0,2336.0,295.0,3164.0,22.0,-1.0,9304.0,920.0,1200.0,,35.0,29352.0,,225.0,500.0,2328.0,5310.0,,8179.0,7737.0,9670.0,777290.0,400.0,21.0,1400.0,156.0,500.0,160.0,0.0,3704.0,2901.0,72.0,924.0,303.0,2539.0,1389.0,181.0,185.0,1579.0,5904.0,793.0,42480.0,3133.0,16.0,5156.0,117.0,16.0,,1033.0,,1058.0,29.0,1049.0,49.0,2636.0,8556.0,5331.0,571.0,4.0,2340.0,3013.0,115.0,600.0,2484.0,1710.0,138600.0,320.0,27498.0,129.0,10370.0,1360.0,177.0,22710.0,16.0,1553.0,113.0,389.0,27.0,28800.0,782621.0
2014,,2587.0,327.0,7430.0,12663.0,9258.0,76.0,10703.0,7705.0,258.0,1024.0,2340.0,615.0,9638.0,163.0,175.0,2808.0,129.0,950.0,15958.0,528.0,20963.0,231000.0,79.0,785.0,19.0,1931.0,2097.0,222.0,2796.0,88.0,-1.0,10997.0,930.0,1420.0,,36.0,25062.0,,229.0,609.0,186.0,5430.0,,8273.0,7573.0,9630.0,785452.0,392.0,21.0,1528.0,189.0,500.0,245.0,0.0,3704.0,2740.0,35.0,734.0,305.0,2555.0,1269.0,232.0,169.0,1857.0,6569.0,767.0,53000.0,3182.0,27.0,5769.0,115.0,19.0,,992.0,,939.0,27.0,1144.0,42.0,2495.0,9197.0,5955.0,219.0,3.0,2310.0,3570.0,119.0,700.0,2396.0,1598.0,135240.0,327.0,28400.0,159.0,11500.0,1453.0,112.0,21900.0,22.0,1577.0,68.0,161.0,16.0,28000.0,791407.0
