,Burundi,"China, Taiwan Province of",Mozambique,Belize,Myanmar,Zambia,Philippines,Viet Nam,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,Liberia,Zimbabwe,Malawi,Melanesia,Papua New Guinea,New Caledonia,Rwanda,Guatemala,French Polynesia,Mauritius,Madagascar,Saint Lucia,Vanuatu,Uganda,Guinea,Saudi Arabia,Dominica,Fiji,Cabo Verde,Equatorial Guinea,Sri Lanka,Comoros,Central African Republic,China,Colombia,United Republic of Tanzania,Saint Vincent and the Grenadines,Brazil,Kenya,"China, mainland",Nicaragua,Haiti,Costa Rica,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,Malaysia,Cuba,Dominican Republic,El Salvador,Benin,Cook Islands,Martinique,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Guyana,Tonga,United States of America,Democratic Republic of the Congo,Togo,Nigeria,Suriname,Cambodia,Timor-Leste,Paraguay,India,Guadeloupe,Ethiopia PDR,Congo,Gabon,Ecuador,Honduras,Puerto Rico,Mexico,Côte d'Ivoire,Jamaica,Trinidad and Tobago,Polynesia,Panama,Sierra Leone,Samoa,Thailand,Ghana,Angola
1990,7742.0,-1.0,6280.0,-1.0,4118.0,9020.0,8726.0,14873.0,3049.0,-1.0,-1.0,5527.0,1067.0,23223.0,14045.0,10657.0,10909.0,1500.0,6305.0,8297.0,1500.0,-1.0,3536.0,-1.0,6000.0,4768.0,5000.0,-1.0,4450.0,34375.0,2778.0,3693.0,5668.0,1475.0,5940.0,5250.0,8450.0,4010.0,3659.0,5036.0,6786.0,5250.0,3995.0,5027.0,13139.0,8850.0,4988.0,2988.0,4819.0,5508.0,2515.0,5740.0,8509.0,1200.0,2500.0,-1.0,1233.0,2710.0,6173.0,18571.0,10474.0,3503.0,6095.0,8824.0,1925.0,7240.0,1628.0,10103.0,5344.0,10000.0,7034.0,4192.0,3587.0,3317.0,8344.0,4345.0,7493.0,2154.0,4000.0,2160.0,2229.0,4619.0,23036.0,1500.0,11851.0,2020.0,833.0
1991,9001.0,-1.0,6923.0,-1.0,4220.0,9667.0,8600.0,13661.0,4472.0,-1.0,-1.0,5633.0,1000.0,19502.0,14706.0,8483.0,8585.0,1316.0,6140.0,7376.0,2167.0,-1.0,3812.0,-1.0,7636.0,5458.0,5193.0,-1.0,6302.0,16698.0,556.0,3704.0,5929.0,1477.0,6936.0,5385.0,10049.0,3851.0,3731.0,5502.0,5560.0,5385.0,6361.0,4957.0,15048.0,6369.0,5040.0,2360.0,3968.0,5588.0,2527.0,3658.0,8035.0,1681.0,2500.0,25000.0,1000.0,2487.0,4259.0,16835.0,10474.0,3529.0,6553.0,9143.0,2340.0,7907.0,1566.0,11111.0,7606.0,9011.0,7180.0,3991.0,4100.0,3431.0,6947.0,4268.0,5197.0,1989.0,4145.0,1523.0,2367.0,4682.0,22609.0,1545.0,7043.0,2300.0,909.0
1992,9304.0,-1.0,6364.0,-1.0,4068.0,9231.0,8756.0,14572.0,3700.0,-1.0,-1.0,5510.0,1875.0,10406.0,15692.0,10862.0,10970.0,1360.0,5812.0,7870.0,2000.0,-1.0,3698.0,-1.0,7500.0,4244.0,5291.0,-1.0,6889.0,10660.0,-1.0,3691.0,6631.0,1484.0,5020.0,5429.0,11179.0,4150.0,3735.0,5177.0,5546.0,5429.0,5914.0,4974.0,15849.0,6857.0,5254.0,3473.0,3141.0,6207.0,2283.0,2780.0,10721.0,1768.0,5000.0,25000.0,1144.0,2560.0,4383.0,16894.0,5377.0,3560.0,1575.0,9389.0,1814.0,8182.0,1398.0,9238.0,8054.0,10000.0,7322.0,4154.0,3860.0,3438.0,7503.0,4270.0,5241.0,3213.0,4465.0,1414.0,2743.0,4054.0,23001.0,1600.0,10758.0,2727.0,1000.0
1993,8211.0,-1.0,7143.0,-1.0,3733.0,9237.0,8649.0,16577.0,4033.0,-1.0,7200.0,5418.0,2000.0,10526.0,12600.0,10825.0,10910.0,1304.0,5191.0,7949.0,2000.0,-1.0,3700.0,-1.0,7263.0,5455.0,5236.0,-1.0,7434.0,8800.0,-1.0,3710.0,6275.0,1480.0,4115.0,5659.0,8182.0,3685.0,3659.0,5660.0,4747.0,5659.0,5692.0,4667.0,14945.0,5691.0,5321.0,3552.0,2534.0,7580.0,2385.0,2500.0,8575.0,2000.0,4000.0,24975.0,1176.0,2658.0,4506.0,17021.0,6212.0,3604.0,3131.0,9676.0,2083.0,7922.0,1447.0,8693.0,7248.0,5300.0,-1.0,4289.0,4267.0,3453.0,7336.0,4814.0,4810.0,1737.0,4167.0,1457.0,2744.0,3802.0,23000.0,1667.0,9717.0,3125.0,1027.0
1994,9385.0,-1.0,6667.0,-1.0,3899.0,9306.0,8661.0,18018.0,4513.0,-1.0,7436.0,5649.0,1879.0,17127.0,12600.0,13596.0,13701.0,1513.0,5096.0,8163.0,1800.0,-1.0,4167.0,-1.0,7334.0,7543.0,5505.0,-1.0,8642.0,5500.0,-1.0,3704.0,6719.0,1479.0,8217.0,5192.0,7176.0,2846.0,3735.0,6232.0,5035.0,5192.0,4873.0,5000.0,13582.0,8196.0,5562.0,3369.0,2950.0,7578.0,2005.0,2427.0,8344.0,2000.0,6667.0,24864.0,1158.0,2630.0,4630.0,17257.0,8764.0,3608.0,2356.0,9300.0,1707.0,7451.0,1636.0,7950.0,9183.0,2300.0,-1.0,4172.0,3934.0,4671.0,7050.0,4269.0,4377.0,2265.0,4473.0,1562.0,2986.0,4111.0,18537.0,1750.0,11181.0,3489.0,540.0
1995,7290.0,-1.0,6923.0,-1.0,4218.0,6844.0,9043.0,19106.0,4254.0,1250.0,7454.0,5411.0,1938.0,15720.0,12609.0,11839.0,11918.0,1294.0,5933.0,7931.0,1863.0,-1.0,3542.0,-1.0,7385.0,6900.0,5091.0,-1.0,8145.0,5000.0,-1.0,3689.0,6907.0,1483.0,4708.0,5327.0,9640.0,3668.0,3810.0,4974.0,5944.0,5327.0,6508.0,5000.0,13895.0,8638.0,5918.0,3288.0,3199.0,7575.0,2353.0,2938.0,8554.0,1888.0,7500.0,25000.0,944.0,3629.0,4715.0,17500.0,8950.0,3683.0,2506.0,10119.0,2632.0,7843.0,1718.0,6740.0,7877.0,6566.0,-1.0,4202.0,3776.0,3859.0,7208.0,3917.0,4476.0,2119.0,4691.0,1385.0,3429.0,4427.0,17875.0,1857.0,12104.0,3957.0,825.0
1996,7904.0,-1.0,7037.0,-1.0,4247.0,7900.0,8543.0,20324.0,4329.0,1318.0,7474.0,5041.0,1994.0,17692.0,12300.0,11170.0,11223.0,1321.0,6114.0,9020.0,1909.0,-1.0,3523.0,-1.0,8000.0,10283.0,4100.0,-1.0,8780.0,5227.0,-1.0,3846.0,7111.0,1492.0,7200.0,5496.0,7927.0,4199.0,3785.0,7130.0,5523.0,5496.0,5906.0,5000.0,14271.0,9331.0,6043.0,3628.0,3856.0,7500.0,2401.0,3310.0,9080.0,1874.0,13333.0,24650.0,1050.0,3978.0,4984.0,17366.0,10841.0,3182.0,3104.0,10572.0,1364.0,8333.0,1962.0,6710.0,9215.0,7860.0,-1.0,4706.0,3662.0,4958.0,7133.0,3750.0,5020.0,2119.0,4607.0,1408.0,4190.0,4294.0,17329.0,2000.0,11568.0,4220.0,806.0
1997,6893.0,-1.0,7143.0,-1.0,4127.0,9850.0,8790.0,24111.0,5269.0,1423.0,7463.0,5131.0,2049.0,15973.0,12303.0,7403.0,7417.0,1316.0,6741.0,10088.0,1934.0,-1.0,2865.0,-1.0,7555.0,8074.0,4000.0,-1.0,8286.0,5493.0,-1.0,3749.0,6894.0,1490.0,5794.0,4828.0,7738.0,3961.0,3795.0,6179.0,3880.0,4828.0,7034.0,5045.0,12224.0,9546.0,7221.0,3266.0,2120.0,7407.0,2301.0,3314.0,7565.0,1881.0,7745.0,25000.0,1364.0,3512.0,5019.0,17405.0,14361.0,3700.0,3073.0,10857.0,744.0,8000.0,1530.0,8037.0,8158.0,10000.0,-1.0,4181.0,3277.0,2268.0,8404.0,3546.0,5336.0,3408.0,5128.0,1574.0,3825.0,4018.0,15608.0,2200.0,12356.0,4000.0,1038.0
1998,6049.0,-1.0,7094.0,26571.0,4721.0,8760.0,8051.0,18749.0,5935.0,2059.0,7577.0,6067.0,2005.0,14706.0,12000.0,9907.0,9944.0,1303.0,6794.0,9734.0,2000.0,-1.0,3109.0,-1.0,8333.0,7738.0,4258.0,-1.0,8365.0,5404.0,-1.0,3733.0,6456.0,1500.0,5721.0,14175.0,9446.0,3794.0,3845.0,8160.0,3009.0,14175.0,7025.0,5079.0,14376.0,9547.0,7675.0,3522.0,2783.0,7568.0,1929.0,4086.0,7234.0,1889.0,7063.0,25000.0,1200.0,3320.0,4533.0,17443.0,13968.0,3606.0,3070.0,11281.0,512.0,8056.0,1719.0,7918.0,7982.0,10000.0,-1.0,3697.0,3152.0,1236.0,8662.0,4398.0,4084.0,3521.0,4350.0,1311.0,3514.0,4804.0,14569.0,2500.0,12063.0,3999.0,1457.0
1999,9103.0,-1.0,7016.0,17500.0,4125.0,9943.0,7817.0,20504.0,5993.0,1625.0,8653.0,5830.0,1984.0,14313.0,11800.0,9514.0,9545.0,1300.0,7034.0,10752.0,2000.0,-1.0,3367.0,-1.0,7463.0,9159.0,4172.0,-1.0,8916.0,5286.0,-1.0,3684.0,6503.0,1495.0,5599.0,12490.0,6982.0,4023.0,3953.0,7341.0,4006.0,12490.0,10065.0,5111.0,13950.0,11095.0,7875.0,3405.0,2887.0,7447.0,2936.0,2483.0,9921.0,1897.0,5000.0,24342.0,1289.0,3625.0,4000.0,17478.0,14015.0,3710.0,3095.0,11981.0,476.0,8219.0,1846.0,7885.0,8768.0,10000.0,-1.0,2982.0,3205.0,3546.0,7674.0,2288.0,4180.0,3751.0,4588.0,1507.0,3261.0,3655.0,10964.0,2727.0,8434.0,2087.0,1100.0
2000,10877.0,-1.0,6000.0,41250.0,4465.0,9818.0,7855.0,16827.0,7993.0,2293.0,9199.0,4399.0,1977.0,14000.0,10921.0,10101.0,10119.0,1286.0,6999.0,11431.0,1955.0,-1.0,3006.0,-1.0,7500.0,4767.0,4106.0,-1.0,8599.0,5000.0,-1.0,3846.0,6276.0,1508.0,5500.0,12050.0,9434.0,4157.0,3721.0,8393.0,5924.0,12050.0,7621.0,5190.0,15226.0,11349.0,7246.0,3398.0,2933.0,7509.0,3000.0,3268.0,7034.0,1905.0,6520.0,25000.0,1000.0,3458.0,4286.0,17511.0,14353.0,4083.0,3090.0,12006.0,190.0,8219.0,2167.0,6996.0,9467.0,10000.0,-1.0,3000.0,3960.0,4814.0,9172.0,2733.0,4822.0,4582.0,4353.0,1580.0,3226.0,4755.0,16667.0,2286.0,12011.0,1956.0,1420.0
2001,10920.0,-1.0,7176.0,32714.0,4798.0,9763.0,8295.0,17753.0,8006.0,2099.0,6445.0,4334.0,2041.0,13669.0,9600.0,9597.0,9655.0,1302.0,7064.0,10099.0,1949.0,-1.0,3337.0,-1.0,6000.0,7478.0,3540.0,-1.0,8660.0,5089.0,-1.0,3762.0,6753.0,1495.0,5383.0,11782.0,9309.0,4150.0,3690.0,7789.0,3041.0,11782.0,6137.0,5185.0,13285.0,9755.0,7155.0,3539.0,2998.0,7549.0,3023.0,2545.0,6918.0,2000.0,6648.0,23771.0,1113.0,3928.0,4371.0,17541.0,14235.0,3485.0,3073.0,11994.0,190.0,8219.0,2243.0,7132.0,9588.0,9688.0,-1.0,3000.0,3158.0,5561.0,9491.0,2828.0,4054.0,5001.0,5143.0,1624.0,3234.0,4500.0,16659.0,2291.0,12434.0,1724.0,1031.0
2002,9589.0,-1.0,7484.0,32429.0,4997.0,9257.0,8087.0,14203.0,8791.0,2332.0,7339.0,4970.0,2081.0,13879.0,9215.0,9280.0,9300.0,1333.0,6938.0,9054.0,1941.0,-1.0,3179.0,-1.0,6405.0,9634.0,3936.0,-1.0,8725.0,5040.0,-1.0,3750.0,6599.0,1494.0,5287.0,12472.0,9808.0,4411.0,3659.0,11175.0,3053.0,12472.0,5229.0,5192.0,12424.0,9866.0,7404.0,3428.0,2929.0,7538.0,3000.0,2800.0,5686.0,2000.0,6807.0,23283.0,1250.0,3548.0,7500.0,17567.0,14226.0,3900.0,3038.0,12312.0,190.0,8116.0,2065.0,7169.0,9385.0,9741.0,-1.0,3000.0,3600.0,3511.0,8447.0,2484.0,4320.0,3999.0,4929.0,1544.0,3252.0,4502.0,16583.0,2320.0,7604.0,1759.0,1145.0
2003,9644.0,-1.0,7887.0,32714.0,5132.0,9211.0,8073.0,16518.0,7457.0,2461.0,5429.0,4802.0,2118.0,14286.0,10382.0,9878.0,9900.0,1200.0,6903.0,9648.0,1936.0,-1.0,3631.0,-1.0,6319.0,5715.0,4125.0,-1.0,9048.0,5023.0,-1.0,3731.0,7720.0,1504.0,4600.0,14465.0,9622.0,3822.0,3749.0,8295.0,3261.0,14465.0,7181.0,5190.0,11664.0,9872.0,6961.0,3448.0,3000.0,7547.0,3000.0,2769.0,5051.0,2000.0,6000.0,22681.0,1133.0,3161.0,7500.0,17533.0,15732.0,3900.0,2750.0,12316.0,254.0,8116.0,2000.0,9971.0,8586.0,10000.0,-1.0,3030.0,4000.0,3830.0,7673.0,3383.0,4185.0,3411.0,5410.0,1628.0,3076.0,4508.0,17000.0,2286.0,7652.0,1800.0,1020.0
2004,9739.0,-1.0,8523.0,33000.0,5334.0,9091.0,7840.0,19073.0,6148.0,2357.0,6002.0,4965.0,2153.0,12889.0,6974.0,10355.0,10417.0,1579.0,6902.0,10102.0,1765.0,-1.0,3498.0,-1.0,6263.0,6442.0,4136.0,-1.0,8638.0,5023.0,-1.0,3636.0,6467.0,1495.0,4800.0,18049.0,8745.0,3622.0,3846.0,10412.0,2849.0,18049.0,4994.0,5188.0,12768.0,9768.0,7842.0,3619.0,3176.0,7538.0,2953.0,2656.0,5190.0,1946.0,-1.0,21966.0,1227.0,3442.0,7500.0,17437.0,10822.0,3900.0,3100.0,13017.0,189.0,8158.0,2231.0,10813.0,8320.0,10000.0,-1.0,3353.0,3701.0,3572.0,7830.0,4637.0,4108.0,2082.0,4286.0,1603.0,2912.0,4500.0,16364.0,2378.0,8708.0,1754.0,1165.0
2005,9413.0,-1.0,8500.0,27000.0,5385.0,9000.0,8271.0,17184.0,5871.0,2319.0,6571.0,5101.0,2267.0,11000.0,7873.0,11673.0,11705.0,1471.0,6277.0,10021.0,1940.0,-1.0,4825.0,-1.0,5600.0,6011.0,3994.0,-1.0,8549.0,5000.0,-1.0,3715.0,6407.0,1500.0,4714.0,14141.0,8268.0,4047.0,3929.0,9201.0,2659.0,14141.0,7523.0,5185.0,12735.0,9788.0,6255.0,3932.0,3279.0,7547.0,3000.0,3023.0,5474.0,1939.0,7228.0,21238.0,1244.0,3133.0,7442.0,17336.0,15063.0,3900.0,2571.0,13597.0,204.0,7986.0,2231.0,10741.0,8265.0,10000.0,-1.0,3300.0,3537.0,4231.0,7995.0,3607.0,3862.0,3200.0,10592.0,1667.0,3182.0,4504.0,17857.0,2396.0,8578.0,1714.0,2188.0
2006,9769.0,-1.0,8537.0,23750.0,5479.0,9134.0,8257.0,20391.0,5853.0,2335.0,8179.0,5212.0,2367.0,7200.0,9957.0,9281.0,9312.0,1429.0,7227.0,9474.0,1953.0,-1.0,5355.0,-1.0,6201.0,6060.0,4645.0,-1.0,8374.0,4962.0,-1.0,3750.0,6094.0,1483.0,4688.0,17816.0,9226.0,1515.0,3977.0,11130.0,2841.0,17816.0,6170.0,5178.0,10239.0,9889.0,8498.0,5360.0,3115.0,7570.0,3000.0,4026.0,5492.0,1923.0,-1.0,19675.0,1250.0,3929.0,7442.0,18000.0,12984.0,3900.0,2618.0,14394.0,190.0,7500.0,2154.0,11829.0,8027.0,9767.0,-1.0,3226.0,3558.0,1741.0,8545.0,3620.0,3663.0,2502.0,11013.0,1636.0,3293.0,4507.0,17521.0,2411.0,6815.0,1740.0,3333.0
2007,10655.0,-1.0,8675.0,10000.0,5647.0,9107.0,7895.0,25588.0,7379.0,3297.0,6715.0,5220.0,2271.0,4895.0,9353.0,10532.0,10560.0,1500.0,4606.0,9801.0,1971.0,-1.0,5056.0,-1.0,6220.0,6152.0,5011.0,-1.0,9000.0,4928.0,-1.0,3739.0,5949.0,1474.0,4615.0,17207.0,9491.0,2304.0,4000.0,9933.0,3274.0,17207.0,7882.0,5188.0,12268.0,10520.0,6974.0,5468.0,3186.0,7576.0,3000.0,3772.0,6269.0,1915.0,-1.0,18787.0,1015.0,3810.0,7385.0,17046.0,13127.0,3900.0,2768.0,12600.0,190.0,7805.0,2154.0,11923.0,8396.0,9748.0,-1.0,3333.0,3553.0,2176.0,9887.0,3600.0,3479.0,2198.0,13437.0,1622.0,3197.0,4507.0,17213.0,2286.0,8192.0,1691.0,5263.0
2008,9303.0,-1.0,8690.0,22500.0,6569.0,9158.0,7904.0,21108.0,8029.0,3344.0,6651.0,5390.0,2286.0,5067.0,8631.0,11170.0,11215.0,1500.0,4831.0,9948.0,1839.0,-1.0,4830.0,-1.0,6000.0,6137.0,4208.0,-1.0,7578.0,4960.0,-1.0,3714.0,6200.0,1468.0,4648.0,20441.0,9400.0,2052.0,4000.0,12586.0,2710.0,20441.0,6555.0,5185.0,11346.0,10601.0,8212.0,5479.0,3168.0,8870.0,3000.0,3637.0,6352.0,1886.0,6900.0,17891.0,900.0,3863.0,7385.0,16856.0,15490.0,3900.0,3099.0,14286.0,196.0,8049.0,2685.0,9381.0,7605.0,9549.0,-1.0,3000.0,3548.0,2202.0,9957.0,3471.0,3396.0,2663.0,8031.0,1622.0,3097.0,4501.0,17377.0,2286.0,8111.0,1705.0,2000.0
2009,7891.0,-1.0,8706.0,20103.0,6701.0,9116.0,7863.0,20851.0,8780.0,1750.0,6721.0,5391.0,2250.0,3818.0,18367.0,10937.0,10953.0,1500.0,6720.0,9930.0,2034.0,-1.0,4831.0,-1.0,6150.0,6121.0,4472.0,-1.0,6905.0,5000.0,-1.0,3702.0,6204.0,1466.0,4544.0,31249.0,6124.0,2536.0,4000.0,11426.0,3375.0,31249.0,7769.0,5184.0,9262.0,10719.0,7106.0,5486.0,3105.0,8166.0,3000.0,2846.0,4978.0,1893.0,6872.0,16985.0,804.0,3416.0,7500.0,16659.0,15490.0,3900.0,3900.0,11333.0,180.0,8333.0,1881.0,9367.0,7484.0,9561.0,-1.0,3176.0,3543.0,1956.0,9530.0,3516.0,3454.0,2293.0,8946.0,1604.0,3213.0,4500.0,17600.0,2286.0,9634.0,2067.0,2652.0
2010,7998.0,-1.0,8556.0,17851.0,6762.0,9050.0,7787.0,21600.0,9149.0,1861.0,7432.0,5393.0,2308.0,3923.0,13542.0,10571.0,10594.0,1444.0,5686.0,9922.0,2082.0,-1.0,4934.0,-1.0,6000.0,6205.0,4439.0,-1.0,6230.0,5272.0,-1.0,3696.0,6136.0,1468.0,4505.0,19833.0,6881.0,1790.0,3721.0,13461.0,2625.0,19833.0,6924.0,5187.0,9847.0,9311.0,7568.0,5481.0,3112.0,30930.0,3122.0,1641.0,7394.0,1818.0,6844.0,16055.0,705.0,3764.0,7500.0,16455.0,15647.0,3900.0,3267.0,12774.0,161.0,8150.0,2350.0,12759.0,8146.0,9574.0,-1.0,3138.0,3539.0,2163.0,7796.0,3627.0,3308.0,2152.0,10134.0,1605.0,3377.0,4486.0,20177.0,2857.0,8511.0,8678.0,3425.0
2011,8915.0,-1.0,8421.0,16259.0,6943.0,9034.0,7398.0,23471.0,9495.0,2295.0,7304.0,4939.0,2315.0,4016.0,13749.0,10582.0,10602.0,1508.0,5838.0,10399.0,2222.0,-1.0,5103.0,-1.0,6154.0,6012.0,4426.0,-1.0,5600.0,5561.0,1935.0,3689.0,6122.0,1473.0,4472.0,22127.0,6472.0,5199.0,3611.0,12568.0,3140.0,22127.0,8636.0,5170.0,10142.0,9322.0,9032.0,5533.0,3131.0,29302.0,3691.0,2047.0,5866.0,1912.0,6815.0,15025.0,56.0,3705.0,7434.0,16244.0,13518.0,3905.0,3086.0,13522.0,192.0,8008.0,1531.0,12759.0,8378.0,9587.0,-1.0,3095.0,3534.0,2423.0,8659.0,3657.0,3445.0,1859.0,9511.0,1613.0,3408.0,4483.0,21907.0,2857.0,8206.0,15714.0,3136.0
2012,8645.0,-1.0,9184.0,14840.0,6897.0,9018.0,7412.0,22013.0,15355.0,2388.0,5213.0,5601.0,2320.0,2851.0,13932.0,10672.0,10691.0,1500.0,4788.0,10712.0,2222.0,-1.0,5272.0,-1.0,6180.0,5735.0,4501.0,-1.0,3852.0,5899.0,2095.0,3683.0,6572.0,1469.0,4450.0,24356.0,6638.0,5199.0,3091.0,14327.0,4463.0,24356.0,7250.0,5171.0,12570.0,9005.0,8638.0,5667.0,3146.0,24379.0,2700.0,3579.0,6394.0,1943.0,6787.0,13585.0,580.0,3566.0,7434.0,16026.0,12859.0,3919.0,3203.0,13072.0,235.0,7992.0,1926.0,12585.0,8517.0,9599.0,-1.0,3141.0,3529.0,933.0,9894.0,3688.0,3540.0,1540.0,8916.0,1618.0,3407.0,4472.0,25000.0,2973.0,8465.0,15000.0,3154.0
2013,8570.0,-1.0,9474.0,13422.0,6983.0,9002.0,6729.0,22820.0,16051.0,2091.0,7280.0,5443.0,2288.0,2638.0,14129.0,10710.0,10727.0,1750.0,3526.0,9922.0,2316.0,-1.0,5391.0,-1.0,6364.0,5609.0,4517.0,-1.0,4065.0,6667.0,2067.0,3677.0,6373.0,1483.0,4385.0,23554.0,8464.0,3057.0,3125.0,14215.0,3625.0,23554.0,7768.0,5172.0,7612.0,9724.0,6414.0,5700.0,3152.0,39158.0,3194.0,2142.0,2350.0,1972.0,6759.0,8333.0,705.0,3638.0,7368.0,15000.0,9569.0,3904.0,3216.0,13390.0,241.0,7985.0,2126.0,12993.0,8456.0,9612.0,-1.0,3130.0,3525.0,1259.0,9757.0,3719.0,3308.0,1367.0,8730.0,1622.0,3383.0,4476.0,24828.0,2973.0,7885.0,15511.0,3083.0
2014,8507.0,-1.0,9327.0,12003.0,7241.0,8985.0,6424.0,23877.0,16150.0,2250.0,7476.0,5233.0,2295.0,2528.0,14326.0,10747.0,10762.0,1250.0,2976.0,9523.0,2222.0,-1.0,5509.0,-1.0,6166.0,5482.0,4534.0,-1.0,4486.0,6603.0,1934.0,3671.0,7311.0,1465.0,4320.0,25737.0,9156.0,3060.0,3451.0,14036.0,4682.0,25737.0,7738.0,5173.0,9695.0,9413.0,6139.0,5761.0,3158.0,21994.0,3214.0,2337.0,2998.0,1955.0,6730.0,9865.0,657.0,3401.0,7559.0,15736.0,9068.0,3910.0,3230.0,13241.0,248.0,7978.0,2085.0,13129.0,7986.0,9624.0,-1.0,3120.0,3520.0,1191.0,9363.0,3750.0,3070.0,1210.0,6792.0,1626.0,3327.0,4481.0,24356.0,2872.0,9089.0,16000.0,2875.0
