,USSR,Bahrain,Australia & New Zealand,Australia,Pakistan,Thailand,Ethiopia,South Africa,Lebanon,Yemen,Tunisia,Albania,Brazil,Paraguay,Serbia,Slovenia,Montenegro,Argentina,Colombia,Spain,India,Malta,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Switzerland,Belgium-Luxembourg,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Tajikistan,France,Republic of Korea,Egypt,New Zealand,Hungary,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",Cyprus,Kazakhstan,Uruguay,Lithuania,Portugal,Netherlands,Guatemala,Cuba,Slovakia,Romania,Turkmenistan,Philippines,Iraq,Czechia,United Republic of Tanzania,Belgium,Luxembourg,Libya,Italy,Qatar,Germany,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Armenia,Morocco,Jordan,Chile,Honduras,Zimbabwe,Syrian Arab Republic,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Afghanistan,United Arab Emirates,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Viet Nam,Bosnia and Herzegovina,Russian Federation,Austria,Venezuela (Bolivarian Republic of),Mexico,Ukraine,Kuwait,Bolivia (Plurinational State of),Czechoslovakia,Croatia,Bulgaria,China
1993,,48.0,64349.0,58369.0,8078.0,2498.0,1000.0,101654.0,28000.0,18817.0,25400.0,6193.0,60200.0,1288.0,,20570.0,,202857.0,1300.0,1235000.0,35000.0,778.0,32.0,1990.0,172500.0,6326.0,567000.0,14757.0,1346.0,,-1.0,31341.0,125444.0,29000.0,902000.0,16991.0,58392.0,5980.0,106656.0,5700.0,,228574.0,9124.0,307450.0,134000.0,21000.0,15600.0,11530.0,-1.0,281100.0,31.0,1680.0,-1.0,26824.0,245045.0,17790.0,347.0,19715.0,11124.0,2300.0,,,6500.0,948262.0,19.0,102898.0,94200.0,-1.0,82725.0,23700.0,47660.0,4148.0,119751.0,24.0,280.0,66269.0,70470.0,5023.0,4550.0,20.0,23400.0,-1.0,48561.0,28.0,-1.0,8918.0,78933.0,500.0,132500.0,-1.0,4400.0,101000.0,53785.0,877.0,42670.0,139000.0,12.0,3663.0,,56658.0,117195.0,139023.0
1994,,50.0,67472.0,61362.0,8192.0,2700.0,936.0,102625.0,26287.0,20735.0,27000.0,4545.0,60251.0,1288.0,,22464.0,,206910.0,1318.0,1192600.0,40000.0,1000.0,32.0,1951.0,185600.0,6526.0,567000.0,14844.0,1341.0,,-1.0,30098.0,126627.0,31000.0,898800.0,19773.0,49329.0,6110.0,101212.0,6800.0,,239593.0,9281.0,314300.0,148900.0,20200.0,15500.0,9431.0,-1.0,260178.0,31.0,1820.0,-1.0,25928.0,246872.0,19060.0,362.0,15000.0,10717.0,2500.0,,,6400.0,925662.0,21.0,103727.0,92900.0,9046.0,88255.0,25100.0,48280.0,2356.0,111927.0,25.0,350.0,67006.0,69400.0,5149.0,4610.0,20.0,22100.0,-1.0,49352.0,24.0,-1.0,9265.0,75700.0,500.0,105100.0,-1.0,3500.0,88000.0,53785.0,908.0,41854.0,140000.0,14.0,3745.0,,52806.0,113280.0,154049.0
1995,,50.0,68564.0,62454.0,8383.0,2400.0,948.0,103325.0,27000.0,21106.0,26940.0,4342.0,60810.0,1307.0,,20063.0,,206378.0,1305.0,1160100.0,40000.0,1700.0,56.0,1991.0,177524.0,7177.0,565000.0,14871.0,1324.0,,-1.0,28929.0,126712.0,31500.0,894800.0,26030.0,49183.0,6110.0,100108.0,6700.0,,233487.0,10702.0,316700.0,152500.0,19300.0,14800.0,9433.0,-1.0,257248.0,31.0,1820.0,-1.0,23390.0,248768.0,21000.0,353.0,14121.0,11915.0,2700.0,,,6000.0,899105.0,23.0,103266.0,94500.0,7628.0,86652.0,22700.0,47200.0,2385.0,113591.0,25.0,350.0,67300.0,56580.0,5238.0,4800.0,20.0,22500.0,-1.0,50875.0,24.0,600.0,10367.0,76000.0,500.0,81500.0,-1.0,3500.0,79000.0,48552.0,815.0,42836.0,137700.0,13.0,3755.0,,52171.0,111920.0,157738.0
1996,,50.0,71468.0,64858.0,8543.0,2600.0,981.0,105608.0,24246.0,21209.0,27000.0,4345.0,55916.0,1307.0,,16396.0,,205568.0,1200.0,1122400.0,39933.0,1000.0,70.0,2013.0,169300.0,6970.0,560000.0,14898.0,1300.0,,-1.0,28419.0,124480.0,31000.0,886690.0,27196.0,49961.0,6610.0,99660.0,6400.0,,242363.0,11314.0,327320.0,153490.0,19430.0,12600.0,9433.0,-1.0,251178.0,33.0,1890.0,-1.0,22089.0,251831.0,15000.0,350.0,14450.0,12139.0,2800.0,,,7200.0,896260.0,85.0,102428.0,97200.0,8317.0,82259.0,21900.0,46240.0,2424.0,116164.0,25.0,339.0,70066.0,55670.0,5137.0,5050.0,20.0,21900.0,-1.0,51412.0,57.0,690.0,10745.0,76000.0,900.0,79146.0,-1.0,3300.0,75100.0,48552.0,837.0,41724.0,134323.0,12.0,3869.0,,54000.0,107001.0,158627.0
1997,,50.0,79529.0,72119.0,8724.0,2060.0,1005.0,108449.0,16000.0,21221.0,26464.0,4121.0,56682.0,1326.0,,16046.0,,204743.0,1073.0,1126989.0,37223.0,650.0,150.0,2034.0,165400.0,7017.0,545000.0,14934.0,1294.0,,-1.0,28077.0,124078.0,31200.0,878148.0,28290.0,50590.0,7410.0,98901.0,7300.0,,252197.0,12367.0,338020.0,158230.0,19030.0,10500.0,9433.0,-1.0,256282.0,11.0,1890.0,-1.0,22000.0,255000.0,20000.0,331.0,13000.0,12360.0,2500.0,,,7550.0,879526.0,51.0,102475.0,96400.0,8366.0,78750.0,17200.0,47438.0,3684.0,123200.0,25.0,340.0,69400.0,52030.0,2566.0,5070.0,20.0,21400.0,-1.0,52000.0,55.0,850.0,11194.0,75550.0,870.0,65495.0,-1.0,3200.0,72200.0,47729.0,853.0,39443.0,122900.0,10.0,4071.0,,53475.0,106900.0,160796.0
1998,,50.0,85670.0,78090.0,8943.0,1958.0,1056.0,111277.0,15300.0,22071.0,25451.0,4306.0,60721.0,1321.0,,16017.0,,199739.0,1150.0,1117900.0,40000.0,300.0,89.0,2047.0,157500.0,7080.0,541000.0,14991.0,1298.0,,-1.0,28812.0,122265.0,31200.0,862677.0,29871.0,52174.0,7580.0,99099.0,7478.0,,282292.0,10321.0,346480.0,177960.0,19045.0,9100.0,10000.0,-1.0,256859.0,11.0,1890.0,-1.0,19518.0,253900.0,14000.0,349.0,12750.0,12519.0,2500.0,,,7600.0,874390.0,41.0,101665.0,80000.0,7480.0,76000.0,15200.0,46920.0,3705.0,135775.0,25.0,350.0,69495.0,51730.0,2902.0,5406.0,20.0,20900.0,-1.0,52000.0,55.0,980.0,11232.0,68000.0,842.0,34500.0,-1.0,3600.0,63700.0,47928.0,834.0,39135.0,112300.0,10.0,3970.0,,55274.0,112408.0,180862.0
1999,,50.0,104301.0,95301.0,10400.0,2413.0,1200.0,104179.0,15500.0,22412.0,26700.0,5377.0,59379.0,1210.0,,14820.0,,195418.0,1229.0,1115282.0,42600.0,300.0,73.0,2121.0,147415.0,7313.0,535000.0,15042.0,1316.0,,-1.0,26900.0,122341.0,32500.0,863355.0,30537.0,59342.0,9000.0,99000.0,7507.0,,263430.0,10324.0,366132.0,223200.0,18190.0,9500.0,9313.0,-1.0,249101.0,11.0,1960.0,2350.0,19005.0,251100.0,12000.0,356.0,12612.0,12565.0,2500.0,,,7800.0,877194.0,42.0,101330.0,100800.0,6767.0,64000.0,15076.0,47510.0,3709.0,146562.0,25.0,352.0,69874.0,50650.0,3032.0,6029.0,20.0,20500.0,-1.0,52000.0,61.0,1200.0,8461.0,62857.0,813.0,20250.0,1900.0,3100.0,61700.0,47946.0,807.0,40158.0,104800.0,4.0,4122.0,,54694.0,110576.0,226232.0
2000,,50.0,120820.0,110623.0,12456.0,2625.0,1550.0,108419.0,14100.0,22621.0,26866.0,4613.0,59788.0,915.0,,15335.0,,187740.0,1027.0,1167703.0,40000.0,317.0,107.0,2091.0,141489.0,7466.0,535000.0,15058.0,,,-1.0,26530.0,124790.0,33700.0,860979.0,29200.0,59765.0,10197.0,88672.0,7248.0,,263692.0,10292.0,383016.0,283040.0,18410.0,10800.0,9146.0,-1.0,231959.0,11.0,1960.0,2400.0,17531.0,247500.0,12000.0,368.0,12767.0,11236.0,2500.0,65.0,1309.0,7230.0,872730.0,35.0,101546.0,98900.0,7361.0,63140.0,14571.0,47300.0,3739.0,164770.0,25.0,356.0,69288.0,51020.0,3088.0,7090.0,20.0,20200.0,-1.0,52000.0,18.0,1000.0,8250.0,62000.0,809.0,13880.0,1864.0,2991.0,61400.0,48082.0,800.0,39154.0,99400.0,4.0,4187.0,,59000.0,111207.0,286128.0
2001,,50.0,142239.0,130591.0,12737.0,2793.0,1700.0,111672.0,13800.0,22672.0,31000.0,4878.0,63273.0,918.0,,15335.0,,201971.0,1247.0,1134892.0,50000.0,460.0,80.0,2123.0,149686.0,7800.0,525000.0,15084.0,,,-1.0,27800.0,132100.0,33200.0,861343.0,26803.0,62355.0,11648.0,82186.0,7420.0,,269459.0,11578.0,377357.0,334370.0,17096.0,10340.0,9066.0,,224644.0,11.0,2000.0,2300.0,16443.0,244400.0,15000.0,338.0,12750.0,11317.0,2700.0,50.0,1298.0,8000.0,859859.0,9.0,99714.0,99600.0,7203.0,64000.0,14314.0,48000.0,3771.0,168440.0,25.0,360.0,68816.0,51450.0,3013.0,7510.0,20.0,19900.0,-1.0,52000.0,56.0,1800.0,6965.0,40309.0,820.0,11432.0,1794.0,3400.0,58600.0,46184.0,688.0,37342.0,94700.0,6.0,4336.0,,57636.0,128717.0,337383.0
2002,,50.0,157160.0,143373.0,12745.0,2870.0,1750.0,116709.0,14269.0,22796.0,26178.0,5202.0,66300.0,916.0,,15549.0,,205919.0,1150.0,1186107.0,47500.0,482.0,75.0,2152.0,147997.0,8960.0,530000.0,15014.0,,,-1.0,27165.0,131800.0,33000.0,861575.0,26007.0,56259.0,13787.0,82846.0,7526.0,,272000.0,10937.0,384431.0,392400.0,17082.0,10700.0,9142.0,,219839.0,11.0,2037.0,1800.0,13221.0,233095.0,16000.0,267.0,12750.0,12945.0,2800.0,50.0,1266.0,8000.0,836330.0,6.0,98772.0,101300.0,7890.0,69619.0,12434.0,49945.0,3904.0,170726.0,25.0,363.0,52437.0,54200.0,3030.0,7710.0,20.0,19700.0,-1.0,52000.0,23.0,2350.0,6996.0,30000.0,734.0,8850.0,1721.0,4000.0,55700.0,45449.0,632.0,32904.0,91200.0,6.0,4536.0,,57698.0,114630.0,395430.0
2003,,50.0,158593.0,142793.0,12793.0,3715.0,1738.0,110200.0,13831.0,22870.0,21910.0,5741.0,68432.0,378.0,,16556.0,,205721.0,1394.0,1172797.0,52100.0,550.0,89.0,2189.0,142798.0,8869.0,530000.0,14928.0,,,-1.0,26530.0,131300.0,29957.0,851208.0,24801.0,57214.0,15800.0,93032.0,6525.0,,300000.0,10999.0,384862.0,421000.0,16289.0,9600.0,8803.0,,218294.0,22.0,2116.0,1850.0,13072.0,223079.0,17000.0,261.0,12750.0,11825.0,2800.0,57.0,1259.0,8000.0,835546.0,6.0,98270.0,97500.0,7480.0,68592.0,11301.0,52000.0,3630.0,172635.0,26.0,370.0,43210.0,60465.0,3077.0,7350.0,20.0,19400.0,-1.0,50000.0,13.0,2500.0,7691.0,62000.0,756.0,7356.0,1900.0,5000.0,56600.0,45017.0,586.0,39327.0,85500.0,10.0,4691.0,,57094.0,131069.0,424077.0
2004,,50.0,168673.0,150561.0,12994.0,2929.0,1747.0,111599.0,13900.0,12016.0,23136.0,6364.0,71637.0,454.0,,16556.0,,206300.0,1328.0,1170625.0,57800.0,950.0,61.0,2191.0,138442.0,9460.0,520000.0,14937.0,,,-1.0,25000.0,125800.0,31200.0,851970.0,22909.0,58193.0,18112.0,93217.0,6499.0,,313310.0,11425.0,377614.0,413500.0,15885.0,9200.0,8583.0,,222507.0,55.0,2151.0,1700.0,12003.0,205381.0,16000.0,250.0,8000.0,12967.0,2800.0,51.0,1299.0,8000.0,787000.0,6.0,98403.0,96800.0,7217.0,69879.0,13560.0,50000.0,3635.0,175365.0,28.0,370.0,51300.0,62532.0,3133.0,5860.0,20.0,19200.0,-1.0,50000.0,25.0,3100.0,9513.0,49163.0,750.0,7303.0,1700.0,4900.0,56800.0,43540.0,586.0,33000.0,82800.0,10.0,4850.0,,50000.0,129508.0,416633.0
2005,,50.0,174206.0,153204.0,13133.0,4038.0,1767.0,112589.0,12800.0,12424.0,23973.0,6637.0,73203.0,470.0,,16428.0,,212030.0,1958.0,1161411.0,60500.0,661.0,77.0,2212.0,140205.0,8812.0,516000.0,14919.0,,,,28214.0,126400.0,31500.0,854824.0,22057.0,60740.0,21002.0,86028.0,6549.0,,314547.0,11477.0,378320.0,408100.0,15461.0,9300.0,8484.0,,222529.0,90.0,2189.0,1700.0,13130.0,170975.0,15000.0,269.0,8000.0,14247.0,2700.0,55.0,1300.0,8000.0,793000.0,8.0,98875.0,99200.0,7414.0,71510.0,13475.0,50200.0,3635.0,179096.0,30.0,375.0,53977.0,69633.0,3232.0,5940.0,20.0,19000.0,-1.0,50000.0,28.0,3800.0,10470.0,63000.0,742.0,7173.0,1800.0,5200.0,54500.0,45733.0,856.0,26349.0,80600.0,28.0,4898.0,,29670.0,126842.0,411332.0
2006,,50.0,180783.0,158167.0,13867.0,4095.0,1800.0,112717.0,12930.0,12544.0,29000.0,6915.0,75354.0,475.0,62151.0,16428.0,10000.0,216340.0,2147.0,1135229.0,66000.0,2100.0,80.0,2300.0,140387.0,10336.0,513830.0,14885.0,,,,26434.0,112800.0,32300.0,885165.0,19248.0,61850.0,22616.0,75634.0,6583.0,,315000.0,11508.0,379271.0,418700.0,12289.0,8700.0,8576.0,,222621.0,100.0,2226.0,1600.0,11781.0,190294.0,18000.0,278.0,8000.0,15519.0,2600.0,60.0,1386.0,8000.0,786000.0,6.0,99172.0,101176.0,7178.0,,14098.0,56900.0,3646.0,181848.0,31.0,379.0,55700.0,75187.0,3303.0,5640.0,21.0,18900.0,1150.0,52000.0,20.0,4800.0,11302.0,44100.0,728.0,7496.0,1500.0,5300.0,44300.0,43949.0,919.0,29324.0,75800.0,35.0,4942.0,,30766.0,128857.0,422003.0
2007,,50.0,189306.0,163951.0,15323.0,4177.0,1875.0,115000.0,13200.0,12420.0,25000.0,7497.0,78273.0,500.0,59068.0,16086.0,9900.0,219070.0,2378.0,1131315.0,65000.0,1000.0,85.0,2500.0,138266.0,9609.0,484610.0,14847.0,,,,21312.0,108000.0,32800.0,828885.0,18843.0,62730.0,25355.0,75260.0,6622.0,,300000.0,12207.0,378992.0,438400.0,15045.0,8400.0,8652.0,,193988.0,160.0,2264.0,1700.0,11507.0,174323.0,20700.0,302.0,8600.0,17008.0,2500.0,10.0,1386.0,8000.0,782000.0,5.0,99702.0,99200.0,8414.0,,14097.0,57400.0,3089.0,182660.0,35.0,390.0,54800.0,76754.0,3266.0,5700.0,20.0,18600.0,2000.0,55000.0,20.0,5000.0,11675.0,41200.0,700.0,6518.0,1300.0,5100.0,42890.0,44202.0,1074.0,29268.0,71200.0,40.0,5028.0,,32454.0,120341.0,441666.0
2008,,50.0,195507.0,166197.0,15358.0,4249.0,1945.0,120000.0,13200.0,13178.0,28400.0,8061.0,79946.0,342.0,58324.0,16086.0,9700.0,226450.0,2394.0,1109049.0,68000.0,1900.0,60.0,2539.0,136474.0,9959.0,482789.0,14841.0,,,,21676.0,86800.0,31944.0,814697.0,18240.0,64660.0,29310.0,75776.0,6331.0,,220836.0,13250.0,378766.0,451200.0,8448.0,8700.0,8503.0,,187801.0,180.0,2302.0,1700.0,9650.0,187038.0,17400.0,379.0,9500.0,16302.0,2400.0,10.0,1400.0,8000.0,788100.0,4.0,99744.0,102200.0,7400.0,,14390.0,47271.0,3110.0,198000.0,34.0,386.0,54700.0,73739.0,3232.0,5820.0,23.0,18400.0,3500.0,57600.0,20.0,5034.0,10740.0,46300.0,686.0,8856.0,1200.0,5500.0,41900.0,45622.0,1390.0,25956.0,70900.0,40.0,5094.0,,33741.0,110816.0,454432.0
2009,,49.0,202391.0,170427.0,15312.0,4337.0,2000.0,115000.0,12024.0,13488.0,27700.0,8532.0,81355.0,350.0,57540.0,16086.0,9600.0,228575.0,2579.0,1049358.0,80000.0,1800.0,65.0,2546.0,135501.0,11052.0,479024.0,14820.0,,,,19960.0,98000.0,31460.0,796128.0,17996.0,63958.0,31964.0,75933.0,6076.0,,235000.0,13947.0,382348.0,493400.0,8892.0,9500.0,8127.0,,181199.0,190.0,2339.0,1600.0,9340.0,183814.0,17000.0,378.0,9100.0,16089.0,2500.0,10.0,1238.0,8000.0,801900.0,3.0,100101.0,105600.0,5000.0,,14292.0,45600.0,3138.0,199000.0,33.0,389.0,55861.0,69110.0,3196.0,5820.0,26.0,18300.0,2000.0,60832.0,20.0,5064.0,11039.0,48000.0,652.0,10138.0,1000.0,5800.0,41900.0,45098.0,1000.0,25755.0,71000.0,36.0,4135.0,,34380.0,101434.0,496596.0
2010,,49.0,197213.0,163785.0,15274.0,4426.0,1733.0,104719.0,10609.0,13645.0,22090.0,8630.0,81518.0,349.0,46611.0,16351.0,10000.0,217750.0,2575.0,1002100.0,106400.0,1818.0,74.0,2545.0,132813.0,10466.0,477786.0,14942.0,,,,20033.0,99300.0,37134.0,771530.0,17572.0,64034.0,33428.0,73922.0,6018.0,,220836.0,15000.0,385221.0,552000.0,7620.0,9500.0,8001.0,,180079.0,200.0,2376.0,1700.0,8152.0,175953.0,17135.0,377.0,10247.0,15991.0,2500.0,9.0,1221.0,8500.0,777500.0,3.0,99907.0,107100.0,2140.0,,14613.0,44116.0,3199.0,200000.0,34.0,392.0,52218.0,69224.0,3137.0,5720.0,30.0,18000.0,3000.0,61132.0,26.0,5500.0,12383.0,33820.0,574.0,11166.0,800.0,5298.0,42900.0,43663.0,1302.0,27104.0,67600.0,44.0,4130.0,,32709.0,82675.0,555137.0
2011,,48.0,200822.0,167422.0,15302.0,4478.0,1905.0,103519.0,9192.0,13477.0,23523.0,9077.0,81839.0,349.0,45029.0,16352.0,9000.0,218499.0,2253.0,963095.0,111000.0,1844.0,74.0,2529.0,128350.0,10661.0,472545.0,14920.0,,,,20164.0,103200.0,36508.0,764164.0,17445.0,64835.0,33400.0,75511.0,6106.0,,212400.0,16573.0,388539.0,596900.0,7693.0,10000.0,7903.0,,179472.0,235.0,2413.0,1600.0,9929.0,176170.0,17909.0,374.0,10992.0,16006.0,2000.0,6.0,1221.0,8350.0,725353.0,4.0,99747.0,111518.0,3554.0,,14478.0,44905.0,3941.0,202000.0,35.0,394.0,46295.0,72042.0,3054.0,7890.0,29.0,17800.0,3600.0,61558.0,25.0,5672.0,14287.0,43249.0,538.0,11997.0,662.0,4901.0,45100.0,43839.0,1425.0,27210.0,69100.0,58.0,4141.0,,32485.0,78468.0,599954.0
2012,,47.0,183094.0,148489.0,15282.0,4403.0,2200.0,125654.0,9559.0,13532.0,20736.0,9348.0,82063.0,349.0,34451.0,16351.0,8500.0,221202.0,2236.0,947096.0,116000.0,2187.0,72.0,2500.0,129351.0,11308.0,462296.0,14920.0,,,,20948.0,99200.0,36511.0,760804.0,17181.0,66262.0,34605.0,72320.0,5498.0,,224381.0,19483.0,411979.0,665600.0,6790.0,11000.0,8022.0,,179500.0,302.0,2450.0,1700.0,10492.0,177661.0,18160.0,370.0,11545.0,15667.0,1500.0,4.0,1223.0,8300.0,750397.0,3.0,99584.0,111095.0,5393.0,,15723.0,45015.0,3952.0,189882.0,36.0,390.0,46013.0,74114.0,3041.0,7780.0,30.0,17600.0,3500.0,61690.0,27.0,5800.0,12408.0,38113.0,500.0,12443.0,740.0,5600.0,43108.0,43615.0,975.0,26915.0,67900.0,71.0,4452.0,,29237.0,60440.0,668641.0
2013,,48.0,181948.0,146462.0,15350.0,4453.0,2200.0,102728.0,9435.0,13613.0,22580.0,9579.0,79483.0,349.0,21201.0,16085.0,2649.0,223580.0,2254.0,946970.0,118000.0,2189.0,72.0,2500.0,127677.0,11453.0,468792.0,14883.0,,,,21109.0,110700.0,37812.0,760546.0,16931.0,69010.0,35486.0,69320.0,5840.0,,224661.0,21756.0,421651.0,714600.0,5906.0,13900.0,7844.0,,179500.0,400.0,2487.0,1700.0,10039.0,177781.0,18346.0,365.0,12916.0,15654.0,1040.0,3.0,1239.0,8226.0,725564.0,4.0,99488.0,113843.0,5291.0,,16065.0,43207.0,3801.0,192082.0,37.0,390.0,46821.0,73352.0,2912.0,8106.0,29.0,17400.0,3500.0,62118.0,27.0,5892.0,12201.0,58907.0,450.0,13128.0,752.0,5185.0,46128.0,43994.0,1166.0,27512.0,67100.0,105.0,4519.0,,26100.0,50192.0,717512.0
2014,,50.0,171620.0,137859.0,15360.0,4498.0,2544.0,123839.0,9164.0,13448.0,23370.0,9625.0,78765.0,348.0,21201.0,16009.0,2703.0,226388.0,2175.0,931065.0,118740.0,2233.0,71.0,2511.0,133668.0,11224.0,467093.0,14835.0,,,,22726.0,110770.0,36125.0,757948.0,16348.0,72190.0,33761.0,70720.0,5758.0,,213111.0,23588.0,418607.0,767200.0,6142.0,14597.0,7512.0,,178986.0,420.0,2524.0,1650.0,8757.0,175545.0,18530.0,366.0,12063.0,15783.0,1310.0,3.0,1246.0,8298.0,702904.0,11.0,100075.0,125223.0,5182.0,,16323.0,43324.0,3806.0,198028.0,37.0,400.0,46726.0,66417.0,2901.0,8144.0,28.0,17300.0,3500.0,78405.0,26.0,6000.0,3817.0,59400.0,392.0,13491.0,842.0,4104.0,66730.0,44786.0,1075.0,27237.0,44200.0,100.0,4565.0,,25749.0,31892.0,770101.0
