,Cuba,Jamaica,Puerto Rico,United States of America,Singapore,Israel,Fiji,Australia,Panama,Pakistan,French Guiana,Paraguay,Samoa,Belize,Nepal,Ethiopia,Kenya,Guyana,Costa Rica,Bangladesh,Suriname,Brazil,Mozambique,Morocco,Australia & New Zealand,El Salvador,Chile,Honduras,Argentina,Colombia,Timor-Leste,Venezuela (Bolivarian Republic of),India,"China, Taiwan Province of",Ecuador,Réunion,Indonesia,Maldives,Dominica,Trinidad and Tobago,Melanesia,Malaysia,Grenada,Mexico,Yemen,Haiti,Oman,Democratic Republic of the Congo,Nigeria,Mali,Zimbabwe,Congo,Dominican Republic,Polynesia,Bolivia (Plurinational State of),Iran (Islamic Republic of),Peru,Ghana,Philippines,Cook Islands,China,"China, mainland",Bahamas,Guinea-Bissau,Côte d'Ivoire,Rwanda,South Africa,Thailand,Guatemala
2004,6088.0,343.0,461.0,500.0,-1.0,550.0,140.0,403.0,190.0,1896.0,66.0,960.0,240.0,423.0,2084.0,2714.0,8000.0,10.0,729.0,7713.0,14.0,34445.0,4148.0,21.0,403.0,4530.0,250.0,119.0,157.0,4464.0,44.0,7103.0,73800.0,2743.0,2946.0,52.0,9134.0,200.0,5.0,35.0,140.0,7000.0,-1.0,20610.0,1344.0,7.0,147.0,12712.0,90874.0,1410.0,7.0,180.0,5400.0,285.0,1800.0,65.0,13449.0,550.0,8969.0,45.0,5743.0,3000.0,-1.0,220.0,2315.0,120.0,1800.0,16077.0,1500.0
2005,5901.0,399.0,392.0,599.0,-1.0,500.0,160.0,410.0,195.0,1837.0,74.0,963.0,243.0,440.0,2090.0,2895.0,7600.0,12.0,596.0,32400.0,14.0,32559.0,4141.0,21.0,410.0,4750.0,220.0,131.0,159.0,5152.0,50.0,6711.0,67800.0,2663.0,3355.0,52.0,7879.0,100.0,5.0,35.0,160.0,5400.0,-1.0,18921.0,1340.0,7.0,71.0,12825.0,91500.0,1496.0,7.0,178.0,7600.0,290.0,1200.0,81.0,13651.0,800.0,9459.0,47.0,5663.0,3000.0,-1.0,229.0,2392.0,145.0,1400.0,5534.0,1700.0
2006,4480.0,499.0,325.0,633.0,-1.0,508.0,240.0,420.0,205.0,1704.0,77.0,989.0,240.0,530.0,2100.0,2784.0,7293.0,12.0,656.0,14000.0,15.0,36650.0,4100.0,21.0,420.0,5040.0,200.0,150.0,160.0,5721.0,60.0,9609.0,72500.0,2652.0,3340.0,51.0,8021.0,200.0,5.0,35.0,240.0,4300.0,-1.0,19391.0,1392.0,8.0,71.0,12939.0,92000.0,657.0,8.0,184.0,6500.0,290.0,870.0,80.0,11736.0,850.0,9280.0,50.0,5652.0,3000.0,-1.0,220.0,3000.0,175.0,1507.0,8171.0,2000.0
2007,6016.0,430.0,400.0,530.0,-1.0,522.0,750.0,138.0,210.0,1739.0,63.0,1000.0,250.0,520.0,2106.0,4003.0,7533.0,13.0,606.0,13000.0,15.0,34779.0,4145.0,20.0,138.0,5910.0,181.0,236.0,170.0,6064.0,65.0,7107.0,83000.0,2686.0,3350.0,50.0,7984.0,100.0,5.0,35.0,750.0,2190.0,-1.0,20946.0,1434.0,8.0,96.0,13000.0,92500.0,1401.0,7.0,177.0,6479.0,305.0,730.0,93.0,11043.0,900.0,9125.0,55.0,5686.0,3000.0,-1.0,250.0,4200.0,200.0,1500.0,11609.0,2096.0
2008,4406.0,325.0,316.0,558.0,-1.0,560.0,600.0,250.0,215.0,1671.0,60.0,1033.0,258.0,428.0,2111.0,3254.0,7105.0,13.0,840.0,19910.0,15.0,36585.0,4157.0,20.0,250.0,6450.0,184.0,240.0,167.0,5498.0,79.0,7153.0,98000.0,2826.0,3000.0,50.0,9388.0,180.0,5.0,35.0,600.0,2317.0,-1.0,16157.0,1484.0,8.0,96.0,13171.0,93000.0,1700.0,7.0,183.0,5215.0,312.0,738.0,103.0,11473.0,167.0,9175.0,54.0,6008.0,3182.0,-1.0,260.0,4266.0,223.0,1600.0,11876.0,2096.0
2009,5427.0,421.0,283.0,536.0,-1.0,650.0,250.0,326.0,217.0,1545.0,64.0,1100.0,264.0,390.0,2128.0,3067.0,5419.0,15.0,802.0,23000.0,15.0,34213.0,4177.0,20.0,326.0,8286.0,186.0,244.0,169.0,5565.0,79.0,7000.0,95700.0,2910.0,3100.0,49.0,9571.0,220.0,5.0,35.0,250.0,3648.0,-1.0,15574.0,1512.0,9.0,97.0,13288.0,93398.0,1328.0,9.0,189.0,1900.0,319.0,776.0,111.0,12330.0,900.0,8904.0,55.0,6460.0,3550.0,-1.0,266.0,4287.0,250.0,1300.0,12140.0,2166.0
2010,7979.0,258.0,260.0,546.0,-1.0,660.0,240.0,310.0,218.0,1537.0,69.0,1089.0,254.0,506.0,2211.0,2239.0,8300.0,15.0,760.0,20000.0,17.0,34417.0,4300.0,19.0,310.0,2720.0,186.0,240.0,171.0,4928.0,109.0,8894.0,106000.0,3149.0,3100.0,49.0,9225.0,200.0,5.0,35.0,240.0,2668.0,-1.0,14180.0,1574.0,9.0,97.0,13406.0,92602.0,1300.0,12.0,200.0,2931.0,309.0,789.0,105.0,12972.0,1000.0,8751.0,55.0,7015.0,3866.0,34.0,275.0,4883.0,229.0,1300.0,12366.0,2244.0
2011,5800.0,274.0,250.0,526.0,-1.0,150.0,280.0,295.0,183.0,1500.0,69.0,1103.0,250.0,558.0,1826.0,2496.0,7501.0,17.0,790.0,22000.0,13.0,35531.0,4272.0,19.0,295.0,2300.0,186.0,258.0,173.0,4968.0,96.0,9181.0,117400.0,3121.0,2900.0,49.0,11055.0,250.0,5.0,55.0,280.0,2462.0,-1.0,14223.0,1589.0,9.0,89.0,13481.0,94000.0,1400.0,12.0,199.0,2487.0,306.0,807.0,106.0,9194.0,1200.0,8645.0,56.0,7307.0,4186.0,34.0,285.0,4557.0,237.0,1400.0,8590.0,2353.0
2012,5824.0,258.0,265.0,515.0,-1.0,200.0,250.0,320.0,186.0,1426.0,70.0,1200.0,260.0,304.0,1872.0,2752.0,8504.0,18.0,800.0,21000.0,13.0,31310.0,4500.0,18.0,320.0,1900.0,200.0,271.0,180.0,4889.0,96.0,9091.0,132000.0,2844.0,3000.0,50.0,11701.0,90.0,5.0,236.0,250.0,2031.0,-1.0,14227.0,1586.0,10.0,91.0,13298.0,95000.0,1900.0,12.0,200.0,2482.0,320.0,788.0,100.0,10049.0,1500.0,8585.0,60.0,7264.0,4420.0,34.0,300.0,5008.0,260.0,1650.0,6944.0,2376.0
2013,6186.0,413.0,278.0,526.0,-1.0,189.0,200.0,300.0,209.0,1425.0,70.0,1113.0,238.0,248.0,1789.0,2467.0,9336.0,18.0,810.0,8941.0,32.0,31989.0,4313.0,18.0,300.0,1450.0,187.0,283.0,181.0,4843.0,107.0,9632.0,135000.0,2469.0,3300.0,48.0,10894.0,55.0,5.0,248.0,200.0,1934.0,-1.0,14869.0,1620.0,10.0,92.0,12945.0,94000.0,2415.0,12.0,215.0,2470.0,304.0,833.0,106.0,11814.0,1550.0,8399.0,66.0,7150.0,4681.0,34.0,303.0,5184.0,263.0,1650.0,4320.0,2586.0
2014,6652.0,432.0,300.0,607.0,-1.0,150.0,400.0,300.0,217.0,1404.0,71.0,1071.0,237.0,411.0,1476.0,2434.0,8846.0,19.0,900.0,9498.0,41.0,32031.0,4233.0,19.0,300.0,1500.0,172.0,294.0,176.0,4820.0,113.0,8664.0,133360.0,2295.0,3500.0,43.0,9384.0,50.0,5.0,264.0,400.0,2771.0,-1.0,14533.0,1661.0,10.0,95.0,13043.0,94200.0,3080.0,11.0,217.0,2676.0,302.0,842.0,110.0,12488.0,1580.0,7918.0,65.0,7247.0,4952.0,35.0,313.0,5487.0,255.0,1650.0,4320.0,2656.0
